0000044374;29130117|3
0000521177;321|3
0000044022;48478863|6
0000065474;1196909497|0
0000071508;1196909728|0
0000044024;1196908590|0
0000070030;1196907011|0
0000036927;1196906928|0
0000053928;1196908591|0
0000930376;617|0
0000507033;28321918|3
0000053865;1196908601|0
0000034634;1196906815|0
0000071998;1196909886|0
0000794256;48478353|6
0000079103;1196908382|0
0000295627;348|0
0000098691;7383991|5
0000064267;1196906825|0
0000040614;1196907489|0
0000038836;1196907257|0
0000071509;1196909795|0
0000807375;270|2
0000040636;1196907474|0
0000046970;1196908098|0
0000059126;1196908977|0
0000055150;1196908696|0
0000061688;1196909177|0
0000045057;1196907798|0
0000059227;1196908959|0
0000353002;1037|0
0000044025;1196907707|0
0000051872;2141|0
0000398734;744|0
0000835097;1820476259|11
0000036929;1196907062|0
0000036928;1196906945|0
0000864959;17004882|2
0000506944;75034374|3
0000058973;1196909046|0
0000606524;19600879|2
0000508602;1635|0
0000603418;2240|0
0000506364;75040376|3
0000059304;1196908978|0
0000390533;732|0
0000079432;1196908762|0
0000064368;1196909438|0
0001059555;1322|0
0001059774;1323|0
0000047131;1196908061|0
0000073725;1196909851|0
0000071385;1196909801|0
0000038767;1196907282|0
0000824619;1601|0
0000029059;1196907135|0
0000061690;1196909166|0
0000110423;117|0
0000044144;2972128|5
0000061869;1196909221|0
0000815009;1582|0
0000036932;1196907012|0
0000038839;1196907238|0
0000045867;1211682984|0
0000047271;1196906753|0
0000055143;1196908706|0
0000477579;122|0
0000045343;1196907938|0
0000036934;1196906985|0
0000504186;48478496|6
0000923540;5681806|3
0000051302;1211682978|0
0000779275;1493|0
0000507208;75034333|3
0000051003;1196908259|0
0000034832;1196906773|0
0000037005;1196906986|0
0000042075;1196907565|0
0000045467;1196907905|0
0000062593;1196909275|0
0000052351;1196908476|0
0000043822;1196907736|0
0000050284;1196908327|0
0000417378;12650397|3
0000480507;123|0
0000898917;790|0
0000536339;109999385|3
0000036277;1196906868|0
0000057396;48478865|6
0000055142;1196907799|0
0000054033;1196908575|0
0000061945;1196909108|0
0000036939;1196907081|0
0000498424;404|0
0000052352;1196908477|0
0000067087;1196909582|0
0000077773;1196908831|0
0000040644;1196907391|0
0000056224;1196908482|0
0000148727;553|0
0000302783;322886189|3
0000559240;1739|0
0000050392;1196908269|0
0000070136;1196909700|0
0000457586;48478516|6
0001009627;218881651|3
0000071305;1196909798|0
0000036942;1196907028|0
0000041382;1196907513|0
0000029046;1196907126|0
0000054914;1211683021|0
0000071893;1196909862|0
0000041968;1196908832|0
0000505251;504|0
0000504358;75034707|3
0000047275;1196908136|0
0000043776;1196907723|0
0000149234;2285|0
0000779024;1495|0
0000607152;1059|0
0000033889;998|0
0000779907;1496|0
0000627570;1918|0
0000034900;1196906754|0
0000052299;1196908463|0
0000361692;513|0
0000064585;1196906965|0
0000041909;1196907511|0
0000951464;1128|0
0000395509;18472443|3
0000044044;1196907708|0
0000061345;1196908410|0
0000047655;1196908122|0
0000046981;1196908126|0
0000036247;1196906870|0
0000070143;1196909689|0
0000054799;1196908636|0
0000053909;1196908641|0
0001015582;247|0
0000678294;1285|0
0000056222;1196908493|0
0000063339;1196909233|0
0000071498;1196909784|0
0000986698;11|0
0000055140;1196908694|0
0000854324;103|2
0000038852;1196907239|0
0000047351;1196908145|0
0000064445;1196907142|0
0000029430;1429916|5
0000047350;1196908161|0
0000448252;1380|0
0000038912;1196907210|0
0000079309;1196908785|0
0000041284;1196907528|0
0000036968;1196907000|0
0000059400;1196908979|0
0001082428;157190504|3
0000079397;1196907830|0
0000051163;1211682982|0
0000055864;1196908510|0
0000047149;1196908167|0
0000234738;1773|0
0000052358;1196908464|0
0000656017;1467|0
0000046998;1196908079|0
0000064351;1196909352|0
0000077757;1196908833|0
0000050988;7284285|5
0000067100;1196907607|0
0000055137;1196908704|0
0000038680;1196907268|0
0000041949;1196907584|0
0000052278;1196908453|0
0000456678;1394|0
0000504050;48478505|6
0000133095;199|0
0000738016;150|0
0000045058;1196907786|0
0000047148;1196908042|0
0000498057;13092238|3
0000700250;1254|0
0000061456;1196909151|0
0000938741;625|0
0000071369;1196909749|0
0001039560;77|0
0001083955;117617563|6
0000035995;1196906876|0
0000041966;1196907643|0
0000053916;1196908576|0
0000055918;1196908507|0
0000989266;12|0
0000036362;48478875|6
0000045508;48478885|6
0000739737;152|0
0000400363;746|0
0000891060;35|2
0000151473;1497555|3
0000826038;1605|0
0000850851;1882|0
0000279341;177|3
0000055943;1196908508|0
0000036976;1196907032|0
0001018657;1992|0
0000854299;9364854|3
0000067111;1196909583|0
0000050391;1196908270|0
0000058871;1196909032|0
0000070149;1196909369|0
0000061290;1196909123|0
0000048148;1196908189|0
0000951637;1126|0
0000038914;1196907211|0
0000057000;1196908854|0
0000061635;1196909167|0
0000069980;1196909638|0
0000073437;1196909835|0
0000041955;1196907582|0
0000071244;1196909716|0
0000061423;1196909203|0
0000067116;1196909550|0
0000672223;1280|0
0000067127;1196909543|0
0000038681;1196907220|0
0000045313;1196907884|0
0000062475;1196909266|0
0000904760;793|0
0000040648;1196907475|0
0000852464;1883|0
0000931056;618|0
0000814374;1584|0
0000052369;1196908424|0
0000036225;1211682942|0
0000034785;1196906763|0
0000050397;1196908271|0
0000044983;39935908|3
0000509626;1640|0
0000068903;1196907324|0
0000700755;1255|0
0000036105;1196906850|0
0000067132;1196909600|0
0000029011;1196907137|0
0000036982;1196906909|0
0000988597;19|0
0000071967;1196909887|0
0000043949;1196907678|0
0000053915;1196908020|0
0000036984;1196906883|0
0001074211;445|0
0000741808;154|0
0000139983;208|0
0000058966;1211682989|0
0000052373;1211682995|0
0000044912;1196907807|0
0000029190;1196907178|0
0000505540;75132565|3
0000065239;1196909488|0
0001038676;78|0
0000742727;156|0
0000036985;1196907001|0
0000050582;1196908314|0
0000063344;1211683084|0
0000514565;1679|0
0000064326;1196909377|0
0000047030;1196908043|0
0000036988;1196906884|0
0000050583;1196908289|0
0000038682;1196907231|0
0000056958;1196907932|0
0000062602;1196909289|0
0000296461;349|0
0000245065;615|2
0000067136;1196907808|0
0000041985;1196907629|0
0000798686;284|2
0000041424;1196907523|0
0000045005;1196907793|0
0000826982;1606|0
0000070420;1196909697|0
0000253499;1832|0
0000608554;1060|0
0000061664;48478962|6
0000062665;1211683089|0
0000062669;1211683090|0
0000052091;1196908456|0
0000071973;1196909907|0
0000899308;795|0
0000297102;350|0
0000221411;34277629|6
0000056218;1196908494|0
0000064329;1196909370|0
0000056216;1196908525|0
0000055862;1196908511|0
0000235502;1775|0
0000048189;1196908190|0
0000062337;1196909204|0
0000189651;1228|0
0000065270;1196909489|0
0000044966;1196907789|0
0000055131;1211683030|0
0000547994;218882729|3
0000098353;2382778|3
0000038842;1196907258|0
0000879919;13092839|3
0000045404;1196907920|0
0000048244;1196908222|0
0000064724;1196909412|0
0000053868;34578546|3
0000061589;1196908272|0
0000056738;48478967|6
0000071991;1196909891|0
0000047627;1196908062|0
0000067141;1196909590|0
0000052399;1196908457|0
0000038769;1196907297|0
0000064662;1196909436|0
0000059396;1196908246|0
0000041411;1196907529|0
0000055130;1196908717|0
0000044038;1196907709|0
0000776094;1964|0
0000034845;1196906794|0
0000047133;1196908063|0
0000064276;1196909339|0
0000078951;1196908351|0
0000279400;244|3
0000036992;1196906938|0
0000064348;1196909340|0
0000044967;1196907790|0
0000053949;1196908565|0
0000079140;1196908352|0
0000066964;1196909597|0
0000047620;1196908007|0
0000069760;1196909639|0
0000035508;1196906805|0
0000056955;1196908765|0
0000056202;1196908495|0
0000040651;1196907395|0
0000041991;1196907585|0
0000834617;17690311|3
0001062321;1353|0
0000062704;1196907183|0
0000602165;1063|0
0000048283;1196908223|0
0000040652;3926841|923
0000052323;1196908447|0
0000186496;35632561|3
0000041992;1196907592|0
0000139889;200|0
0000056963;1196908799|0
0000071957;1196909882|0
0000064387;1196908315|0
0000036993;1196908370|0
0000041972;1196908413|0
0000046919;1196908605|0
0000056773;1196908644|0
0000029326;1196908698|0
0000039640;1196908756|0
0000297194;351|0
0000041952;1196907630|0
0000045319;1196907921|0
0000053947;1196908554|0
0000149338;555|0
0000798786;47|3
0000061626;1196909136|0
0000897783;782|0
0000046985;1196908080|0
0000048286;1196908179|0
0000057019;1196908770|0
0000071456;1196909750|0
0000053975;1196908627|0
0000042091;1196907644|0
0000035109;1196906800|0
0000044074;1196907695|0
0000067161;1196909609|0
0000036997;1196906978|0
0000059195;1196909033|0
0000064310;1196909341|0
0000078296;1196908397|0
0000061519;1196909152|0
0000035050;1196906747|0
0000036422;1196906871|0
0000038683;1196907221|0
0000056191;1196908496|0
0000059348;1196908961|0
0000034958;1196906780|0
0000047571;1196908162|0
0000057489;1196908877|0
0000877165;477|0
0000045470;1196907885|0
0000053964;1196908379|0
0000079218;1196908613|0
0000065378;1196909490|0
0000061298;1196909142|0
0000059232;1196908929|0
0000029945;2138|0
0000038775;1196907283|0
0000040686;1196907402|0
0000045305;1196907918|0
0000061342;1196909094|0
0000073644;1196909836|0
0000401301;747|0
0000278519;220|0
0000059242;1196909047|0
0000063313;1196909234|0
0000082230;8760|15
0000559461;1741|0
0000712404;1198|0
0000514992;1680|0
0000062706;1196909229|0
0000041036;1196907396|0
0000053921;1196908555|0
0000041512;1196907519|0
0000044413;1196907747|0
0000044077;1196907687|0
0000712004;1199|0
0000038926;1196907301|0
0000160825;707|0
0000497739;406|0
0000040687;1196907403|0
0000045586;1196907984|0
0000824344;13099400|3
0000061625;1196909137|0
0000044920;1458037|5
0000070424;1196909048|0
0000079278;1196908844|0
0000067166;1196907379|0
0000029260;1196907191|0
0000036998;1196907089|0
0000047635;1196908107|0
0000588754;32780082|3
0000047229;1196908146|0
0000029330;1196907129|0
0000070012;1196907834|0
0000050594;1196908390|0
0000067174;1196909611|0
0000037002;1196906901|0
0000044931;1196908811|0
0000064646;1196909387|0
0000297811;352|0
0000053888;1196908580|0
0000041044;1196907448|0
0000042702;1196907597|0
0000056187;1196908516|0
0000047497;1196908147|0
0000053960;1196908602|0
0000056650;1196908735|0
0000057031;1196908800|0
0000056698;2162|0
0000057038;1196908801|0
0000059483;1196908960|0
0000062733;1196908972|0
0000047308;1196908046|0
0000057047;1196908802|0
0000055116;1196908718|0
0000047228;1196907835|0
0000079348;1196908081|0
0000135999;202|0
0000034808;1196906749|0
0000071457;1196909751|0
0000067176;1196909535|0
0000061426;1196909095|0
0001031875;1975|0
0000037135;1196907013|0
0000688115;17212|15
0000062736;1196909313|0
0000073605;1196908817|0
0000037136;1196906992|0
0000061624;1196909138|0
0000055866;1196908503|0
0000082160;8761|15
0000038645;1196906910|0
0000037137;1196907036|0
0000042001;1196907549|0
0000059433;1196909057|0
0000038781;1196907284|0
0000050325;1196908290|0
0000038684;1196907222|0
0000568290;48478264|6
0000044078;1196907710|0
0000050604;1196908328|0
0000059237;1211683075|0
0000061978;1196909168|0
0000064295;1211683094|0
0000064594;1196909448|0
0000071910;1196909902|0
0000041052;1196907449|0
0000358871;2441074|3
0000038658;1196907232|0
0000063389;1211683087|0
0000050383;1196908249|0
0000038659;1196907233|0
0000037138;1196907037|0
0000070432;1211683110|0
0000071133;1211683109|0
0000079274;1196908845|0
0000403324;73|2
0000056774;1211683037|0
0000038929;1196907196|0
0000061274;1196909096|0
0000077913;73016609|3
0000062743;1196908070|0
0000028846;1196907138|0
0000031004;1196907156|0
0000042707;1196907579|0
0000045471;1196907924|0
0000053929;1196908603|0
0000057352;1196908871|0
0000137214;203|0
0000041056;1196907482|0
0000363367;1357|0
0000377795;1115|0
0000340452;325|0
0000071512;1196909802|0
0000039642;1196907325|0
0000055163;1196908705|0
0000042011;1196907662|0
0000111951;101|0
0000029395;1196907173|0
0000041014;1196907373|0
0000066935;1196909581|0
0000254357;1833|0
0000070445;1196909684|0
0000069861;52911212|3
0000038784;1196907293|0
0000041078;1196907450|0
0000070031;1196909640|0
0000679197;1288|0
0000051773;2142|0
0000059244;1196908973|0
0000066975;1196907507|0
0000062745;1196909331|0
0000042019;1196907157|0
0000029017;1196907566|0
0000061379;1196909184|0
0000059008;1196908930|0
0000392985;2332902|3
0000212290;48478646|6
0000079333;1196907836|0
0000059236;1196909058|0
0000039643;1196907326|0
0000058974;1196908908|0
0000070453;1196909690|0
0000066912;1196909529|0
0000525645;25552|15
0000455619;1564802959|11
0000064598;1196909449|0
0000506242;75039867|3
0000480348;209|3
0000796092;12303300|5
0000504453;75038072|3
0000506162;75042559|3
0000506996;75038823|3
0000298189;353|0
0000822986;2267|0
0000815343;1585|0
0000827451;1607|0
0000823502;1586|0
0000050477;1196909143|0
0000055095;1196908701|0
0000395862;2352|0
0000470850;1397|0
0000053886;1196908616|0
0000167724;255|2
0000064645;1196909430|0
0000477226;1433|0
0000768848;1946|0
0000048591;5637170|5
0000049817;1196908180|0
0000047516;1196908181|0
0000045110;1011|0
0000327600;698|0
0000098567;8990043|2
0001046036;2191|0
0000798950;24810815|3
0000505781;75132107|3
0000419550;938548|20
0000036826;1196906865|0
0000048303;1196908204|0
0000522848;908|2
0000397908;668002|3
0000883717;2250|0
0000062510;1196909261|0
0000124665;452|0
0000073685;1196909837|0
0000038932;1196907302|0
0000059198;1196909005|0
0000052315;1196908474|0
0000059199;1196909059|0
0001058581;1324|0
0000507473;1633|0
0000312126;269|0
0000393071;218841819|3
0000042093;1196907617|0
0000059243;1196909034|0
0000042388;1196907544|0
0000065435;1196907259|0
0000028119;8833|15
0000037087;1196906902|0
0000059239;1196908383|0
0000045476;1196907922|0
0000053884;1196908604|0
0000079030;1196909013|0
0000071387;1196909742|0
0000039019;1196907285|0
0000053890;1196908628|0
0000037088;12728012|3
0000035829;1196907816|0
0000055093;1196907817|0
0000078025;1196906886|0
0000077262;1196910013|0
0000326517;39792955|3
0000028966;1196907120|0
0000064601;1196909388|0
0000042020;1196907618|0
0000062610;1211683092|0
0000067214;1196909534|0
0000090016;6807358|3
0000426112;286|0
0000447903;1381|0
0000160154;712|0
0000037090;1196906953|0
0000577790;941|0
0000428505;287|0
0000395251;24|3
0000050400;1196909423|0
0000053962;1196909507|0
0000061281;1196909401|0
0000064716;1196909630|0
0000042098;1196907619|0
0000336617;328|0
0000610995;19600313|2
0000044959;1196907791|0
0000059120;1196908980|0
0000035146;999|0
0000143267;204|0
0000070463;1196909686|0
0000822773;2268|0
0000050368;1196908329|0
0000321119;9565599|3
0000780261;1498|0
0000324802;685|0
0000065376;1196909654|0
0000061411;1196909642|0
0000293598;347|0
0000039647;1196907327|0
0000042025;1196907598|0
0000071532;1196909732|0
0000044142;1196907741|0
0000037091;1196908834|0
0000077681;1196906903|0
0000047496;1196908113|0
0000058842;1196908981|0
0000047470;1196908033|0
0000063396;1196909235|0
0000156049;28671772|3
0000062634;1196909301|0
0000047572;1196908082|0
0000176531;43895389|3
0000618545;2241|0
0000036326;1196906851|0
0000057054;1196908823|0
0000071920;1196909872|0
0000067242;1196909439|0
0000036585;1000|0
0000077997;1196907860|0
0000053176;1196908441|0
0000059183;1196909021|0
0000061523;1196909097|0
0000505719;75132536|3
0000035932;1196906838|0
0000039976;48478984|6
0000625428;1920|0
0000070081;1196909651|0
0000059307;1196909060|0
0000061446;1196909144|0
0000045572;1196907985|0
0000045869;1196907983|0
0000084205;898|0
0000064376;1196909440|0
0000072054;1196909870|0
0000507000;75035387|3
0000088104;899|0
0000073182;1196909838|0
0000045579;1196907972|0
0000604260;1074|0
0000328132;697|0
0000044933;1196907809|0
0000053967;1196908534|0
0000401916;748|0
0000561613;1744|0
0000064572;1196909424|0
0000849544;94|2
0000035002;1211682933|0
0000034981;1211682940|0
0000048370;1196908195|0
0000061427;1196909178|0
0000063430;1196909262|0
0000043183;2143|0
0000073372;1196908114|0
0000069989;1196907911|0
0000047675;1196908168|0
0000232488;1777|0
0000042099;1196907583|0
0000058995;1196908974|0
0000315463;271|0
0000209608;1643|0
0000059010;1196908952|0
0000028981;1196907121|0
0000586703;651|0
0000045488;1196907925|0
0000071368;1196909772|0
0000062582;1196907761|0
0000044450;1196907762|0
0000045340;1196907818|0
0000078113;1196907886|0
0000053184;1196908459|0
0000038933;1196907303|0
0000071470;1196909733|0
0000045584;1196907976|0
0000267153;2123|0
0000056772;1196908754|0
0000071463;1196909785|0
0000073296;1196909808|0
0000064461;1196909382|0
0000210916;1644|0
0000062668;1196909230|0
0000354234;1735873|3
0000079410;191|2
0000045590;1196907977|0
0000714174;1200|0
0000393099;126|2
0000161187;709|0
0000059399;1196909006|0
0000062617;1196909231|0
0000047567;1196907143|0
0000688007;17208|15
0000058932;1196908953|0
0000059429;1196909061|0
0000035060;1196906806|0
0000053966;1196908617|0
0000091780;900|0
0000042028;1196907593|0
0000355960;523|0
0000505774;75042798|3
0000389482;733|0
0000794170;8872793|2
0000512975;1681|0
0000506053;75033956|3
0000059374;1196908944|0
0000059165;1196908954|0
0000060219;1196909027|0
0000059368;1196909028|0
0000472347;48478528|6
0000065313;1196908606|0
0000045615;1196907968|0
0000047602;1196908105|0
0000061286;1196909112|0
0000040327;1196907392|0
0000050401;1196908347|0
0000037100;1196906979|0
0000625713;1921|0
0000037094;1196907082|0
0000047555;1196908047|0
0000064705;1196909384|0
0000065293;1196909515|0
0000064556;1196909431|0
0000053933;1196908541|0
0000040366;1196907404|0
0000068303;1211683056|0
0000041861;1196907520|0
0000040374;1196907441|0
0000040375;1196907405|0
0000069987;1196908308|0
0000040303;1196907380|0
0000461002;129|3
0000064356;1196909450|0
0000064331;1196909371|0
0000071886;1196909687|0
0000044429;1196907748|0
0000061335;1196909185|0
0000078887;1196907847|0
0000042029;1196907837|0
0000037109;1196907002|0
0000042101;1196907586|0
0000054559;2286|0
0000045617;1196909926|0
0000069983;1196909932|0
0000050606;1196908261|0
0000061339;1196909222|0
0000037110;1196907055|0
0000040148;1196907460|0
0000047279;1196908108|0
0000042102;1196907663|0
0000066020;1196909516|0
0000042036;1196907620|0
0000039648;1196907328|0
0000043497;1196907679|0
0000078534;1196908835|0
0000068307;1196909598|0
0000038935;1196907304|0
0000029253;1196907145|0
0000420288;106|3
0000065572;1196909498|0
0000062658;1196909314|0
0000070477;1196909691|0
0000047657;1196908137|0
0000044209;29391815|3
0000045624;1196907992|0
0000073720;1196909809|0
0000037111;1196907003|0
0000066757;1196909517|0
0000056682;1211683058|0
0000071370;1211683038|0
0000037120;1196906911|0
0000042038;1196907645|0
0000061599;1196909145|0
0000061976;1196909146|0
0000053900;1196908571|0
0000098723;2373328|5
0000053973;1196908592|0
0000073297;1196909810|0
0000098631;147|2
0000066524;1196909499|0
0000045628;1196907955|0
0000047236;1196908048|0
0000047672;1196907608|0
0000035647;1196906743|0
0000034817;1196906826|0
0000038620;1196906939|0
0000037125;1196907004|0
0000041501;1196907535|0
0000045039;1196907787|0
0000047606;1196908049|0
0000047286;1196908083|0
0000048391;1196908205|0
0000052887;1196908428|0
0000061669;1196909098|0
0000037128;1196907031|0
0000053944;1196908563|0
0000053901;1196908566|0
0000044141;1196907742|0
0000053939;1196908585|0
0000040206;1196907467|0
0001026541;383|0
0000680894;1290|0
0000068334;1196907701|0
0000612859;1076|0
0000061693;1196909147|0
0000430536;290|0
0000701695;1257|0
0000077950;1196907861|0
0000062294;1196909127|0
0000061876;1196909139|0
0000067253;1196909531|0
0000043608;1196907680|0
0000073546;1196909811|0
0000067216;1196909606|0
0000078114;1196907845|0
0000038407;1196908766|0
0000037132;1196908398|0
0000078314;1196907056|0
0000050337;1196908284|0
0000038519;1211682950|0
0000038936;1196907197|0
0000040305;1196907413|0
0000056178;1196908504|0
0000071454;1196909773|0
0000512475;146|3
0000391142;734|0
0000036350;1196906847|0
0000505728;75132532|3
0000700865;48478301|6
0000041431;1196907515|0
0000137564;201|0
0000043391;1196907688|0
0000516238;1682|0
0000040146;1196907476|0
0000072014;1196909908|0
0000672618;1281|0
0000042041;1196907559|0
0000044145;1196907754|0
0000056709;1196908746|0
0000299073;356|0
0000048399;1196908206|0
0000057645;1196908148|0
0000061679;1196909205|0
0000057056;1196908855|0
0000057635;1196908900|0
0000061326;1196908999|0
0000062439;1196909029|0
0000045421;1196907939|0
0000050607;1196908273|0
0000070017;1196909620|0
0000044968;1196907883|0
0000045641;1196907979|0
0000055063;1196907313|0
0000038660;1196907269|0
0000068341;1196909562|0
0000041873;1196907530|0
0000071392;1196909766|0
0000070485;1196907014|0
0000533284;109791828|3
0000053191;1196908442|0
0000068343;1196909579|0
0000034737;1196906827|0
0000179056;913|0
0000342464;330|0
0000053963;1196908559|0
0000043417;1196907704|0
0000673247;1282|0
0000071393;1196908690|0
0000036048;1196906869|0
0000042107;1196907587|0
0000046904;1196908123|0
0000135434;205|0
0000053866;1196907862|0
0000077942;1196908542|0
0000078439;68|2
0000537731;13150|15
0000448699;1382|0
0000402312;749|0
0000037147;1196906882|0
0000093005;8990013|2
0000358221;524|0
0000941961;619|0
0000359539;525|0
0000035113;1196906828|0
0001014290;265|0
0000070076;1196909653|0
0000312780;273|0
0000051118;1196909936|0
0000061687;1196909186|0
0000050316;1196908301|0
0000077689;1196908836|0
0000077999;1196907863|0
0000042160;1196907567|0
0000066514;1196909518|0
0000040306;1196909941|0
0000041225;1196907502|0
0000070627;1196909708|0
0000040913;1196907451|0
0000066516;1196909519|0
0000061678;1196908226|0
0000044890;1196907779|0
0000042045;1196908357|0
0000037154;1196906966|0
0000040554;1196907477|0
0000079048;1196907646|0
0000034859;1196906748|0
0000058830;1211683039|0
0000077584;1196909039|0
0000040307;1196907414|0
0000841238;843|0
0000045010;1196907794|0
0000037155;1196906993|0
0000048477;1196908227|0
0000431411;291|0
0000057528;1196907198|0
0000179891;914|0
0000923468;27752214|3
0000043572;1196907670|0
0000040549;1196907388|0
0000053912;1196908548|0
0000057364;1196908890|0
0000044872;1211682977|0
0000064609;1196909413|0
0000039021;1196907240|0
0000043527;1196907685|0
0000045652;1196907956|0
0000029012;1196907159|0
0000079435;1196908779|0
0000047483;1196908149|0
0000823069;2269|0
0000037160;1196906994|0
0000050331;48479023|6
0000424288;339|3
0000040381;1196907406|0
0000045653;1196907959|0
0000041102;1196907430|0
0000040724;2144|0
0000040843;1196907431|0
0000506339;75038177|3
0000058888;1196908914|0
0000038847;1196907241|0
0000056919;1196908730|0
0000525708;84|2
0000047321;1196908050|0
0000042046;1196907653|0
0000046937;1196908035|0
0000058852;1211683078|0
0000060951;1211683079|0
0000042047;1196907569|0
0000071395;1196909062|0
0000040465;1196907478|0
0000495903;411|0
0000058872;1196908904|0
0000040271;1196907421|0
0000055017;1196908702|0
0000071471;1196909752|0
0000034880;1196906781|0
0000047046;1196908051|0
0000062433;1196909236|0
0000077897;1196907874|0
0000077938;1196907875|0
0000207368;1656|0
0000062586;1196909263|0
0000070165;1196909717|0
0000153509;2782290|3
0000063328;1196909281|0
0000078648;1196908790|0
0001080138;33114|2
0000423573;30736402|3
0000601813;1071|0
0000032243;2145|0
0000859843;27977535|3
0000897298;783|0
0000070495;1196909701|0
0000766962;1952|0
0000403395;750|0
0000077648;1196908378|0
0000038079;1001|0
0000037216;1196907071|0
0000070499;1196909718|0
0000057057;1196908747|0
0000071472;1196909753|0
0000044384;1196907755|0
0000043297;1196907671|0
0000042051;1196907609|0
0000180762;915|0
0000057630;1196908872|0
0000673564;1291|0
0000047387;1196908024|0
0000870788;17004995|2
0000072024;13227208|5
0000032891;982|0
0000071535;1196909737|0
0000064302;1196909353|0
0000029388;1196907188|0
0000064586;1196909389|0
0000038648;1196907091|0
0000061452;1196909124|0
0000054911;1196908529|0
0000054912;1196908533|0
0000054205;1196908620|0
0000054915;1196908556|0
0000041877;1196907531|0
0000028132;1002|0
0000449592;1383|0
0000058897;1196908915|0
0000056173;1196908497|0
0000524360;1698|0
0000467525;48478517|6
0000251693;1827|0
0000059191;1196909063|0
0000073728;1196909852|0
0000057366;1196908873|0
0000212231;1647|0
0000047746;1196908084|0
0000061524;1211683043|0
0000042108;1196907599|0
0000064471;1196909414|0
0000055176;48479031|6
0000046903;1196909950|0
0000044934;1196907810|0
0000045087;1196907800|0
0000037223;1196906971|0
0000058959;1196908963|0
0000615444;321836645|3
0000078076;1211682979|0
0000071517;1196909803|0
0000070179;1196909467|0
0000781534;34276882|6
0000054005;1211683122|0
0000053968;1196909957|0
0000050471;1196909960|0
0000069710;1196909961|0
0000030138;983|0
0000070503;1196909714|0
0000068085;1196909551|0
0000059378;1196908945|0
0000431872;292|0
0000073235;1196909839|0
0000057221;1196908777|0
0000071396;1196909786|0
