CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;NAME.EN.NAME;NAME.UA.NAME;EXT.YAMARKET.0;EXT.ZIP.0;LONGITUDE;LATITUDE;EXT.ZIP_LOWER;EXT.BX_ISO_3166_NUMERIC.0
0000000067;0000000066;CITY;Толочин;;;26766;;;;;
0000000068;0000000044;SUBREGION;Ушачский район;;;102193;;;;;
0000000070;0000000044;SUBREGION;Шарковщинский район;;;102195;;;;;
0000000072;0000000044;SUBREGION;Глубокский район;;;102180;;;;;
0000000073;0000000072;CITY;Глубокое;;;26025;;;;;
0000000074;0000000044;SUBREGION;Докшицкий район;;;102182;;;;;
0000000075;0000000074;CITY;Докшицы;;;26657;;;;;
0000000076;0000000044;SUBREGION;Браславский район;;;102177;;;;;
0000000077;0000000076;CITY;Браслав;;;26009;;;;;
0000000078;0000000044;SUBREGION;Бешенковичский район;;;102176;;;;;
0000000080;0000000044;SUBREGION;Верхнедвинский район;;;102178;;;;;
0000000081;0000000080;CITY;Верхнедвинск;;;26554;;;;;
0000000082;0000000044;SUBREGION;Поставский район;;;102189;;;;;
0000000083;0000000082;CITY;Поставы;;;26026;;;;;
0000000085;0000000044;SUBREGION;Сенненский район;;;102191;;;;;
0000000086;0000000085;CITY;Сенно;;;26668;;;;;
0000000087;0000000044;SUBREGION;Лепельский район;;;102184;;;;;
0000000088;0000000087;VILLAGE;Лепель деревня;;;26659;;;;;
0000000089;0000000044;SUBREGION;Миорский район;;;102186;;;;;
0000000090;0000000089;CITY;Дисна;;;101618;;;;;
0000000091;0000000089;CITY;Миоры;;;21271;;;;;
0000000092;0000000044;CITY;Полоцк;;;10275;;;;;
0000000093;0000000044;CITY;Орша;;;10276;;;;;
0000000094;0000000044;CITY;Новополоцк;;;26030;;;;;
0000000095;0000000001;REGION;Гомельская область;;;29631;;;;;
0000000096;0000000095;CITY;Гомель;;;155;;;;;
0000000097;0000000095;SUBREGION;Речицкий район;;;102112;;;;;
0000000098;0000000097;CITY;Василевичи;;;33038;;;;;
0000000099;0000000097;CITY;Речица;;;26008;;;;;
0000000100;0000000095;SUBREGION;Житковичский район;;;102102;;;;;
0000000101;0000000100;CITY;Житковичи;;;33027;;;;;
0000000102;0000000100;CITY;Туров;;;26028;;;;;
0000000103;0000000095;SUBREGION;Хойникский район;;;102115;;;;;
0000000104;0000000103;CITY;Хойники;;;33106;;;;;
0000000105;0000000095;SUBREGION;Лельчицкий район;;;102106;;;;;
0000000107;0000000095;SUBREGION;Брагинский район;;;102096;;;;;
0000000109;0000000095;SUBREGION;Гомельский район;;;102099;;;;;
0000000111;0000000095;SUBREGION;Буда-Кошелевский район;;;102097;;;;;
0000000112;0000000111;CITY;Буда-Кошелево;;;102231;;;;;
0000000114;0000000095;SUBREGION;Ельский район;;;102101;;;;;
0000000115;0000000114;CITY;Ельск;;;102234;;;;;
0000000116;0000000095;SUBREGION;Калинковичский район;;;102104;;;;;
0000000117;0000000116;CITY;Калинковичи;;;102235;;;;;
0000000118;0000000095;SUBREGION;Ветковский район;;;102098;;;;;
0000000119;0000000118;CITY;Ветка;;;102232;;;;;
0000000120;0000000095;SUBREGION;Добрушский район;;;102100;;;;;
0000000121;0000000120;CITY;Добруш;;;102233;;;;;
0000000122;0000000095;SUBREGION;Наровлянский район;;;102109;;;;;
0000000123;0000000122;CITY;Наровля;;;102238;;;;;
0000000124;0000000095;SUBREGION;Октябрьский район;;;102110;;;;;
0000000126;0000000095;SUBREGION;Кормянский район;;;102105;;;;;
0000000128;0000000095;SUBREGION;Лоевский район;;;102107;;;;;
0000000130;0000000095;SUBREGION;Светлогорский район;;;102114;;;;;
0000000131;0000000130;CITY;Светлогорск;;;26004;;;;;
0000000132;0000000095;SUBREGION;Рогачёвский район;;;102113;;;;;
0000000133;0000000132;CITY;Рогачев;;;26027;;;;;
0000000134;0000000095;SUBREGION;Чечерский район;;;102116;;;;;
0000000135;0000000134;CITY;Чечерск;;;26974;;;;;
0000000136;0000000095;SUBREGION;Мозырский район;;;102108;;;;;
0000000137;0000000136;CITY;Мозырь;;;21274;;;;;
0000000138;0000000095;SUBREGION;Петриковский район;;;102111;;;;;
0000000139;0000000138;CITY;Петриков;;;26032;;;;;
0000000140;0000000095;SUBREGION;Жлобинский район;;;102103;;;;;
0000000141;0000000140;CITY;Жлобин;;;26966;;;;;
0000000142;0000000001;REGION;Минская область;;;29630;;;;;
0000000143;0000000142;CITY;Минск;;;157;;;;;
0000000144;0000000142;SUBREGION;Минский район;;;102197;;;;;
0000000145;0000000144;CITY;Заславль;;;26753;;;;;
0000000146;0000000142;SUBREGION;Березинский район;;;102155;;;;;
0000000147;0000000146;CITY;Березино;;;102198;;;;;
0000000148;0000000142;SUBREGION;Клецкий район;;;102160;;;;;
0000000149;0000000148;CITY;Клецк;;;102205;;;;;
0000000150;0000000142;SUBREGION;Копыльский район;;;102161;;;;;
0000000151;0000000150;CITY;Копыль;;;102200;;;;;
0000000152;0000000142;SUBREGION;Стародорожский район;;;102171;;;;;
0000000153;0000000152;VILLAGE;Старые Дороги агрогородок;;;102201;;;;;
0000000154;0000000142;SUBREGION;Узденский район;;;102173;;;;;
0000000155;0000000154;CITY;Узда;;;102202;;;;;
0000000156;0000000142;SUBREGION;Червенский район;;;102174;;;;;
0000000157;0000000156;CITY;Червень;;;102203;;;;;
0000000159;0000000142;SUBREGION;Мядельский район;;;102166;;;;;
0000000160;0000000159;CITY;Мядель;;;26024;;;;;
0000000162;0000000142;SUBREGION;Несвижский район;;;102167;;;;;
0000000163;0000000162;CITY;Несвиж;;;26013;;;;;
0000000164;0000000142;SUBREGION;Любанский район;;;102164;;;;;
0000000165;0000000164;CITY;Любань;;;26955;;;;;
0000000166;0000000142;SUBREGION;Молодечненский район;;;102165;;;;;
0000000167;0000000166;CITY;Молодечно;;;26001;;;;;
0000000169;0000000142;SUBREGION;Крупский район;;;102162;;;;;
0000000170;0000000169;CITY;Крупки;;;26022;;;;;
0000000171;0000000142;SUBREGION;Логойский район;;;102163;;;;;
0000000172;0000000171;CITY;Логойск;;;26002;;;;;
0000000174;0000000142;SUBREGION;Смолевичский район;;;102175;;;;;
0000000175;0000000174;CITY;Смолевичи;;;101766;;;;;
0000000176;0000000142;SUBREGION;Столбцовский район;;;102172;;;;;
0000000177;0000000176;CITY;Столбцы;;;26846;;;;;
0000000178;0000000142;SUBREGION;Солигорский район;;;102170;;;;;
0000000179;0000000178;CITY;Солигорск;;;26003;;;;;
0000000180;0000000142;SUBREGION;Пуховичский район;;;102168;;;;;
0000000181;0000000180;CITY;Марьина Горка;;;26855;;;;;
0000000182;0000000142;SUBREGION;Слуцкий район;;;102169;;;;;
0000000183;0000000182;CITY;Слуцк;;;26951;;;;;
0000000184;0000000142;SUBREGION;Дзержинский район;;;102159;;;;;
0000000185;0000000184;CITY;Фаниполь;;;101627;;;;;
0000000186;0000000184;CITY;Дзержинск;;;26018;;;;;
0000000187;0000000142;SUBREGION;Воложинский район;;;102158;;;;;
0000000188;0000000187;VILLAGE;Ивенец городской посёлок;;;114840;;;;;
0000000189;0000000187;CITY;Воложин;;;26748;;;;;
0000000190;0000000142;SUBREGION;Вилейский район;;;102157;;;;;
0000000191;0000000190;CITY;Вилейка;;;26745;;;;;
0000000192;0000000142;SUBREGION;Борисовский район;;;102156;;;;;
0000000193;0000000192;CITY;Борисов;;;21193;;;;;
0000000194;0000000142;CITY;Жодино;;;26034;;;;;
0000000195;0000000001;REGION;Могилёвская область;;;29629;;;;;
0000000196;0000000195;CITY;Могилев;;;158;;;;;
0000000197;0000000195;SUBREGION;Краснопольский район;;;102143;;;;;
0000000199;0000000195;SUBREGION;Кировский район;;;102140;;;;;
0000000200;0000000199;CITY;Кировск;;;102210;;;;;
0000000201;0000000195;SUBREGION;Дрибинский район;;;102139;;;;;
0000000203;0000000195;SUBREGION;Чериковский район;;;102153;;;;;
0000000204;0000000203;CITY;Чериков;;;102208;;;;;
0000000205;0000000195;SUBREGION;Круглянский район;;;102145;;;;;
0000000207;0000000195;SUBREGION;Хотимский район;;;102151;;;;;
0000000209;0000000195;SUBREGION;Чаусский район;;;102152;;;;;
0000000210;0000000209;CITY;Чаусы;;;102207;;;;;
0000000211;0000000195;SUBREGION;Славгородский район;;;102150;;;;;
0000000212;0000000211;CITY;Славгород;;;26878;;;;;
0000000213;0000000195;SUBREGION;Осиповичский район;;;102149;;;;;
0000000214;0000000213;CITY;Осиповичи;;;26012;;;;;
0000000215;0000000195;SUBREGION;Мстиславский район;;;102148;;;;;
0000000216;0000000215;CITY;Мстиславль;;;26779;;;;;
0000000217;0000000195;SUBREGION;Могилёвский район;;;102147;;;;;
0000000218;0000000195;SUBREGION;Костюковичский район;;;102146;;;;;
0000000219;0000000218;CITY;Костюковичи;;;26887;;;;;
0000000220;0000000195;SUBREGION;Кричевский район;;;102144;;;;;
0000000221;0000000220;CITY;Кричев;;;26015;;;;;
0000000222;0000000195;SUBREGION;Шкловский район;;;102154;;;;;
0000000223;0000000222;CITY;Шклов;;;26016;;;;;
0000000224;0000000195;SUBREGION;Горецкий район;;;102138;;;;;
0000000225;0000000224;CITY;Горки;;;26774;;;;;
0000000226;0000000195;SUBREGION;Глусский район;;;102137;;;;;
0000000228;0000000195;SUBREGION;Быховский район;;;102136;;;;;
0000000229;0000000228;CITY;Быхов;;;26021;;;;;
0000000230;0000000195;SUBREGION;Кличевский район;;;102142;;;;;
0000000231;0000000230;CITY;Кличев;;;26864;;;;;
0000000232;0000000195;SUBREGION;Климовичский район;;;102141;;;;;
0000000233;0000000232;CITY;Климовичи;;;26006;;;;;
0000000234;0000000195;SUBREGION;Бобруйский район;;;102135;;;;;
0000000235;0000000195;SUBREGION;Белыничский район;;;102134;;;;;
0000000236;0000000235;VILLAGE;Белыничи городской посёлок;;;26023;;;;;
0000000237;0000000195;CITY;Бобруйск;;;20729;;;;;
0000000238;0000000001;REGION;Гродненская область;;;29634;;;;;
0000000239;0000000238;SUBREGION;Ивьевский район;;;102123;;;;;
0000000240;0000000239;VILLAGE;Ивье хутор;;;102215;;;;;
0000000241;0000000238;SUBREGION;Вороновский район;;;102119;;;;;
0000000243;0000000238;SUBREGION;Берестовицкий район;;;102117;;;;;
0000000245;0000000238;SUBREGION;Лидский район;;;102125;;;;;
0000000246;0000000245;CITY;Березовка;;;102219;;;;;
0000000247;0000000245;CITY;Лида;;;21144;;;;;
0000000248;0000000238;SUBREGION;Гродненский район;;;102120;;;;;
0000000249;0000000248;CITY;Скидель;;;102218;;;;;
0000000250;0000000238;SUBREGION;Свислочский район;;;102130;;;;;
0000000251;0000000250;CITY;Свислочь;;;102217;;;;;
0000000252;0000000238;SUBREGION;Кореличский район;;;102124;;;;;
0000000254;0000000238;SUBREGION;Волковысский район;;;102118;;;;;
0000000256;0000000254;CITY;Волковыск;;;26923;;;;;
0000000257;0000000238;SUBREGION;Зельвенский район;;;102122;;;;;
0000000258;0000000257;VILLAGE;Зельва городской посёлок;;;101682;;;;;
0000000259;0000000238;SUBREGION;Дятловский район;;;102121;;;;;
0000000260;0000000259;CITY;Дятлово;;;26014;;;;;
0000000261;0000000238;SUBREGION;Мостовский район;;;102126;;;;;
0000000262;0000000261;CITY;Мосты;;;26007;;;;;
0000000263;0000000238;SUBREGION;Новогрудский район;;;102127;;;;;
0000000264;0000000263;CITY;Новогрудок;;;26836;;;;;
0000000265;0000000238;SUBREGION;Слонимский район;;;102131;;;;;
0000000266;0000000265;CITY;Слоним;;;26005;;;;;
0000000267;0000000238;SUBREGION;Островецкий район;;;102129;;;;;
0000000268;0000000267;VILLAGE;Островец городской посёлок;;;101481;;;;;
0000000269;0000000238;SUBREGION;Ошмянский район;;;102128;;;;;
0000000270;0000000269;CITY;Ошмяны;;;26736;;;;;
0000000271;0000000238;SUBREGION;Щучинский район;;;102133;;;;;
0000000272;0000000271;CITY;Щучин;;;26834;;;;;
0000000273;0000000238;SUBREGION;Сморгонский район;;;102132;;;;;
0000000274;0000000273;CITY;Сморгонь;;;26017;;;;;
0000000275;0000000238;CITY;Гродно;;;10274;;;;;
