CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;NAME.EN.NAME;NAME.UA.NAME;EXT.YAMARKET.0;EXT.ZIP.0;LONGITUDE;LATITUDE;EXT.ZIP_LOWER;EXT.BX_ISO_3166_NUMERIC.0
0000028051;0000028042;REGION;Новгородская область;;;10904;;;;;
0000028052;0000028042;REGION;Ненецкий автономный округ;;;10176;166000;;;;
0000028053;0000028023;COUNTRY_DISTRICT;Юг;;;26;;;;;
0000028054;0000028053;REGION;Краснодарский край;;;10995;;;;;
0000028055;0000028053;REGION;Волгоградская область;;;10950;;;;;
0000028056;0000028053;REGION;Ростовская область;;;11029;;;;;
0000028057;0000028053;REGION;Астраханская область;;;10946;;;;;
0000028058;0000028053;REGION;Республика Адыгея;;;11004;385000;;;;
0000028059;0000028053;REGION;Республика Калмыкия;;;11015;;;;;
0000028060;0000028023;COUNTRY_DISTRICT;Северный Кавказ;;;102444;;;;;
0000028061;0000028060;REGION;Республика Дагестан;;;11010;368000;;;;
0000028062;0000028060;REGION;Кабардино-Балкарская Республика;;;11013;;;;;
0000028063;0000028060;REGION;Республика Северная Осетия-Алания;;;11021;;;;;
0000028064;0000028060;REGION;Ставропольский край;;;11069;;;;;
0000028065;0000028060;REGION;Республика Ингушетия;;;11012;386000;;;;
0000028066;0000028060;REGION;Карачаево-Черкесская Республика;;;11020;;;;;
0000028067;0000028060;REGION;Чеченская Республика;;;11024;;;;;
0000028068;0000028023;COUNTRY_DISTRICT;Поволжье;;;40;;;;;
0000028069;0000028068;REGION;Республика Мордовия;;;11117;;;;;
0000028070;0000028068;REGION;Республика Татарстан;;;11119;420000;;;;
0000028071;0000028068;REGION;Республика Марий Эл;;;11077;;;;;
0000028072;0000028068;REGION;Кировская область;;;11070;610000;;;;
0000028073;0000028068;REGION;Нижегородская область;;;11079;;;;;
0000028074;0000028068;REGION;Удмуртская Республика;;;11148;;;;;
0000028075;0000028068;REGION;Чувашская Республика;;;11156;;;;;
0000028076;0000028068;REGION;Самарская область;;;11131;;;;;
0000028077;0000028068;REGION;Пермский край;;;11108;614000;;;;
0000028078;0000028068;REGION;Пензенская область;;;11095;;;;;
0000028079;0000028068;REGION;Оренбургская область;;;11084;460000;;;;
0000028080;0000028068;REGION;Республика Башкортостан;;;11111;450000;;;;
0000028081;0000028068;REGION;Ульяновская область;;;11153;433000;;;;
0000028082;0000028068;REGION;Саратовская область;;;11146;410000;;;;
0000028083;0000028023;COUNTRY_DISTRICT;Урал;;;52;;;;;
0000028084;0000028083;REGION;Тюменская область;;;11176;;;;;
0000028085;0000028083;REGION;Свердловская область;;;11162;620000;;;;
0000028086;0000028083;REGION;Курганская область;;;11158;641000;;;;
0000028087;0000028083;REGION;Ямало-Ненецкий автономный округ;;;11232;629000;;;;
0000028088;0000028083;REGION;Ханты-Мансийский автономный округ;;;11193;;;;;
0000028089;0000028083;REGION;Челябинская область;;;11225;454000;;;;
0000028090;0000028023;COUNTRY_DISTRICT;Сибирь;;;59;;;;;
0000028091;0000028090;REGION;Иркутская область;;;11266;;;;;
0000028092;0000028090;REGION;Красноярский край;;;11309;;;;;
0000028093;0000028090;REGION;Забайкальский край;;;21949;;;;;
0000028094;0000028090;REGION;Кемеровская область;;;11282;;;;;
0000028095;0000028090;REGION;Новосибирская область;;;11316;;;;;
0000028096;0000028090;REGION;Омская область;;;11318;;;;;
0000028097;0000028090;REGION;Томская область;;;11353;;;;;
0000028098;0000028090;REGION;Алтайский край;;;11235;;;;;
0000028099;0000028090;REGION;Республика Бурятия;;;11330;670000;;;;
0000028100;0000028090;REGION;Республика Хакасия;;;11340;655000;;;;
0000028101;0000028090;REGION;Республика Тыва;;;10233;660000;;;;
0000028102;0000028090;REGION;Республика Алтай;;;10231;649000;;;;
0000028103;0000028023;COUNTRY_DISTRICT;Дальний Восток;;;73;;;;;
0000028104;0000028103;REGION;Хабаровский край;;;11457;;;;;
0000028105;0000028103;REGION;Амурская область;;;11375;675000;;;;
0000028106;0000028103;REGION;Камчатский край;;;11398;;;;;
0000028107;0000028103;REGION;Магаданская область;;;11403;;;;;
0000028108;0000028103;REGION;Республика Саха (Якутия);;;11443;;;;;
0000028109;0000028103;REGION;Приморский край;;;11409;;;;;
0000028110;0000028103;REGION;Сахалинская область;;;11450;693000;;;;
0000028111;0000028103;REGION;Еврейская автономная область;;;10243;;;;;
0000028112;0000028103;REGION;Чукотский автономный округ;;;10251;;;;;
0000028114;0000028053;REGION;Крым;;;977;;;;;
0000028132;0000028025;CITY;Домодедово;;;10725;142000;;;142000,142001,142044,142030,142060,142073,142031,142063,142006,142074,142034,142050,142062,142033,142032,142052,142046,142040,142061,142007,142072,142005,142004,142002,142003,142064,142042;
0000029945;0000028025;CITY;Бронницы;;;10717;140170;;;;
0000030048;0000028025;CITY;Жуковский;;;20571;140180;;;140180,140160;
0000030138;0000028025;CITY;Дубна;;;215;141980;;;141982,141980,141981,141983,141986,141985;
0000030318;0000028025;CITY;Королев;;;20728;141060;;;141073,141071,141080,141070,141075,141077,141062,141090,141068,141065,141067,141076,141091,141060,141069,141074;
0000030784;0000028025;CITY;Ивантеевка;;;21623;141280;;;141280,141282,141284,141281;
0000030901;0000028025;CITY;Звенигород;;;10729;143180;;;143180,143069,143035,143058,143036;
0000031038;0000028025;CITY;Климовск;;;37147;142180;;;142180,142184,142182,142181;
0000031209;0000028025;CITY;Реутов;;;21621;143960;;;143968,143964,143960,143969,143965,143966;
0000031255;0000028025;CITY;Краснознаменск;;;21647;143090;;;;
0000031298;0000028025;CITY;Лобня;;;21641;141730;;;141730,141055,141734,141733;
0000031513;0000028025;CITY;Лыткарино;;;21630;140074;;;140080,140083,140082,140081;
0000031541;0000028025;CITY;Протвино;;;20576;142280;;;142280,142281;
0000031598;0000028025;CITY;Пущино;;;217;142290;;;;
0000031666;0000028025;CITY;Фрязино;;;21619;141190;;;141191,141190,141195,141196;
0000031716;0000028025;CITY;Электросталь;;;20523;144000;;;144005,144011,144001,144009,144000,144002,144010,144008,144007,144004,144012,144003,144006;
0000031861;0000028025;CITY;Красноармейск;;;100471;141290;;;141290,141292,141291;
0000031945;0000028025;CITY;Рошаль;;;21644;140730;;;140732,140730,140731;
0000031992;0000028025;CITY;Орехово-Зуево;;;10745;142600;;;142608,142603,142611,142613,142602,142600,142605,142601;
0000032219;0000028025;CITY;Юбилейный;;;21620;141090;;;141091,141092,141090;
0000032243;0000028025;CITY;Дзержинский;;;21735;140090;;;140090,140091,140093;
0000032273;0000028025;CITY;Коломна;;;10734;140400;;;140400,140414,140413,140411,140412,140415,140408,140402,140405,140406,140404,140410,140441,140407;
0000032609;0000028025;CITY;Подольск;;;10747;142100;;;142116,142101,142108,142100,142134,142115,142110,142105,142111,142117,142119,142103,142106,142114,142104,142121;
0000032891;0000028025;CITY;Долгопрудный;;;214;141700;;;141707,141720,141700,141400;
0000033097;0000028025;CITY;Химки;;;10758;141400;;;141410,141407,141401,141400,141408,141411,141406,141426,141420,141446,141421,141435,141345,141431,141441;
0000033527;0000028025;CITY;Серпухов;;;10754;142209;;;142203,142207,142214,142201,142209,142200,142211,142205,142204,142284,142210,142206;
0000033889;0000028025;CITY;Балашиха;;;10716;143900;;;143985,143980,143989,143981,143982,143983,143987,143986,143920,143988,143912,143900,143905,143903,143902,143904,143922,143921,143930,143954,143956,143961;
0000034400;0000028025;CITY;Городской округ Черноголовка;;;;142432;;;;
0000034410;0000028025;CITY;Электрогорск;;;37120;142530;;;142530,142531;
0000034520;0000028025;CITY;Котельники;;;21651;140053;;;140053,140054,140011,140055;
0000034553;0000028025;CITY;Лосино-Петровский;;;21635;141150;;;141150,141152,141151;
0000034633;0000028025;SUBREGION;Волоколамский район;;;;;;;;
0000035146;0000034633;CITY;Волоколамск;;;10721;143600;;;143600,143603,143604,143602;
0000035922;0000028025;SUBREGION;Воскресенский район;;;;;;;;
0000036585;0000035922;CITY;Воскресенск;;;10722;140200;;;140200,140203,140208,140204,140202,140205,140206,140209,140207;
0000036891;0000028025;SUBREGION;Дмитровский район;;;;;;;;
0000037994;0000036891;CITY;Яхрома;;;20735;141840;;;;
0000038079;0000036891;CITY;Дмитров;;;10723;141800;;;141800,141801,141802;
0000038649;0000028025;SUBREGION;Егорьевский район;;;;;;;;
0000039313;0000038649;CITY;Егорьевск;;;10727;140300;;;140300,140301,140304,140306;
0000039612;0000028025;SUBREGION;Зарайский район;;;;;;;;
0000039866;0000039612;CITY;Зарайск;;;10728;140600;;;;
0000039975;0000028025;SUBREGION;Истринский район;;;;143500;;;;
0000040724;0000039975;CITY;Дедовск;;;21627;143530;;;143532,143530;
0000040939;0000039975;CITY;Истра;;;10731;143500;;;143500,143502;
0000041091;0000039975;CITY;Истра-1;;;;143501;;;;
0000041092;0000039975;CITY;Снегири;;;;143590;;;143590,143532;
0000041214;0000028025;SUBREGION;Каширский район;;;;;;;;
0000041522;0000041214;CITY;Кашира;;;10732;142900;;;142901,142900,142904,142902,142908,142903;
0000041717;0000041214;CITY;Кашира-8;;;;142908;;;;
0000041768;0000041214;CITY;Ожерелье;;;103818;142920;;;142921,142920,142900;
0000041946;0000028025;SUBREGION;Клинский район;;;;141601;;;;
0000042452;0000041946;CITY;Клин;;;10733;301333;;;141607,141605,141613,141604,141601,141602,141603,141606,141612,141609;
0000043183;0000041946;CITY;Высоковск;;;21648;141650;;;;
0000043242;0000028025;SUBREGION;Коломенский район;;;;;;;;
0000044140;0000028025;SUBREGION;Красногорский район;;;;;;;;
0000044453;0000044140;CITY;Красногорск;;;10735;694810;;;143406,143402,143404,143405,143408,143444,143403,143409,143401,143400,143443;
0000044874;0000028025;SUBREGION;Ленинский район;;;;;;;;
0000045110;0000044874;CITY;Видное;;;10719;142700;;;142702,142711,142703,142700,142704,142701;
0000045228;0000028025;SUBREGION;Лотошинский район;;;;;;;;
0000045489;0000028025;SUBREGION;Луховицкий район;;;;;;;;
0000045978;0000045489;CITY;Луховицы;;;10737;140500;;;140500,140501,140503;
0000046134;0000028025;SUBREGION;Люберецкий район;;;;;;;;
0000046203;0000046134;CITY;Люберцы;;;10738;140000;;;140002,140006,140000,140007,140102,140005,140008,140009,140013,140004,140011,140014,140010,140012;
0000046812;0000028025;SUBREGION;Можайский район;;;;;;;;
0000047843;0000046812;CITY;Можайск;;;10739;143200;;;;
0000048075;0000028025;SUBREGION;Мытищинский район;;;;;;;;
0000049473;0000048075;CITY;Мытищи;;;10740;141000;;;141031,141002,141013,141009,141011,141001,141017,141005,141021,141000,141014,141004,141006,141007,141008,141015,141016;
0000050283;0000028025;SUBREGION;Наро-Фоминский район;;;;;;;;
0000051349;0000050283;CITY;Наро-Фоминск;;;10741;143300;;;143302,143300,143306,143301;
0000051773;0000050283;CITY;Верея;;;37160;143330;;;;
0000051872;0000050283;CITY;Апрелевка;;;10715;143360;;;143362,143363,143369,143360;
0000052061;0000028025;SUBREGION;Ногинский район;;;;;;;;
0000052457;0000052061;CITY;Ногинск;;;10742;142400;;;142400,142401,142408,142405,142411,142402,142407,142406,142403,142409,142410,142404,142438,142412,142430;
0000053532;0000052061;CITY;Черноголовка;;;219;142432;;;142432,142404;
0000053579;0000052061;CITY;Старая Купавна;;;21656;142450;;;142450,142451,142455;
0000053706;0000052061;CITY;Электроугли;;;21642;142455;;;142455,142401,142461,142450;
0000053860;0000028025;SUBREGION;Одинцовский район;;;;;;;;
0000054523;0000053860;CITY;Кубинка;;;21625;143070;;;143070,143071,143078,143072;
0000054559;0000053860;CITY;Голицыно;;;21646;143040;;;143040,143044,143041;
0000054606;0000053860;CITY;Одинцово;;;10743;143000;;;143002,143005,143006,143009,143007,143003,143000,143001;
0000054945;0000028025;SUBREGION;Орехово-Зуевский район;;;;;;;;
0000055176;0000054945;CITY;Дрезна;;;21643;142660;;;;
0000055218;0000054945;CITY;Ликино-Дулево;;;37141;142670;;;142671,142672,142670;
0000055305;0000054945;CITY;Куровское;;;37144;142620;;;142620,142621;
0000055858;0000028025;SUBREGION;Озерский район;;;;;;;;
0000055977;0000055858;CITY;Озеры;;;10744;140560;;;140560,140563;
0000056303;0000028025;SUBREGION;Павлово-Посадский район;;;;;;;;
0000056325;0000056303;CITY;Павловский Посад;;;10746;142500;;;142500,142502,142506,142505,142507,142504,142503;
0000056947;0000028025;SUBREGION;Подольский район;;;;;;;;
0000057351;0000028025;SUBREGION;Пушкинский район;;;;;;;;
0000058308;0000057351;CITY;Пушкино;;;10748;141200;;;141200,141206,141207,141205,141202,141201,141254,141241,141240,141211,141230;
0000058810;0000028025;SUBREGION;Раменский район;;;;;;;;
0000060970;0000058810;CITY;Раменское;;;10750;140100;;;140105,140104,140108,140109,140101,140102,140103,140124,140128,140100;
0000061268;0000028025;SUBREGION;Рузский район;;;;;;;;
0000062152;0000061268;CITY;Руза;;;10751;143100;;;143103,143100;
0000062431;0000028025;SUBREGION;Сергиево-Посадский район;;;;;;;;
0000062869;0000062431;CITY;Краснозаводск;;;103816;141321;;;;
0000062941;0000062431;CITY;Сергиев Посад;;;10752;141300;;;141305,141303,141308,141304,141311,141313,141310,141300,141309,141302,141306,141301,141307,141327,141325,141337,141367,141364,141321,141315;
0000063600;0000062431;CITY;Хотьково;;;21645;141370;;;141371,141372,141370,141351;
0000064115;0000062431;CITY;Пересвет;;;103819;141320;;;;
0000064143;0000062431;CITY;Сергиев Посад-7;;;;141307;;;;
0000064144;0000028025;SUBREGION;Серебряно-Прудский район;;;;;;;;
0000064355;0000028025;SUBREGION;Серпуховский район;;;;;;;;
0000065151;0000028025;SUBREGION;Солнечногорский район;;;;;;;;
0000066240;0000065151;CITY;Солнечногорск;;;10755;141501;;;141504,141508,141505,141506,141503,141501,141507,141530;
0000066513;0000065151;CITY;Солнечногорск-7;;;;141507;;;;
0000066517;0000065151;CITY;Солнечногорск-30;;;;141590;;;;
0000066519;0000065151;CITY;Солнечногорск-25;;;;141525;;;;
0000066520;0000065151;CITY;Солнечногорск-2;;;;141502;;;;
0000066934;0000028025;SUBREGION;Ступинский район;;;;;;;;
0000068662;0000066934;CITY;Ступино;;;10756;142800;;;142800,142804,142802,142803;
0000069340;0000028025;SUBREGION;Талдомский район;;;;;;;;
0000069763;0000069340;CITY;Талдом;;;10757;141900;;;141900,141901;
0000070089;0000028025;SUBREGION;Чеховский район;;;;;;;;
0000070878;0000070089;CITY;Чехов-2;;;;142302;;;;
0000070886;0000070089;CITY;Чехов;;;10761;142300;;;142301,142306,142305,142300,142307,142304,142327;
0000071070;0000070089;CITY;Чехов-3;;;;142303;;;;
0000071072;0000070089;CITY;Чехов-8;;;;142300;;;;
0000071264;0000028025;SUBREGION;Шатурский район;;;;;;;;
0000071564;0000071264;CITY;Шатура;;;10762;140700;;;140700,140713;
0000071888;0000028025;SUBREGION;Щелковский район;;;;141100;;;;
0000072858;0000071888;CITY;Щелково;;;10765;141100;;;141102,141101,141112,141103,141107,141104,141109,141100,141108,141110,141113;
0000073174;0000028025;SUBREGION;Шаховской район;;;;;;;;
0000073738;0000028024;CITY;Москва;;;213;101000;;;105066,109202,141411,117418,117630,129110,119027,123317,105275,127206,129515,119034,115419,125080,109651,109240,119049,127055,125167,123104,109052,117593,123103,109125,129090,129347,127006,121099,125047,121069,109004,105203,115184,127591,107076,101000,109444,117624,119180,127473,119633,115191,121374,117463,109147,127051,111020,105062,127486,127081,109428,119121,125466,119619,109507,111621,109472,125438,123098,129329,123060,117042,105120,115172,117556,125252,129085,129626,129327,121357,107150,127411,107078,109462,117452,119618,125315,115035,107258,117105,127273,127253,107014,123056,107045,117546,125009,125319,125424,119071,121500,115088,129301,107023,119334,129337,117628,117623,123182,119072,127490,127220,115522,119048,109383,125364,107564,117403,121433,105187,129323,127018,111250,105118,123557,123290,121596,105082,121059,127322,109180,129336,119017,109153,121471,105094,119602,123001,105568,119019,127106,115404,121151,123242,115054,117321,107061,125599,127521,117465,115516,115432,109341,109316,127550,119002,109028,121170,111396,115280,127276,125445,121552,107140,105037,109235,119270,125371,117437,117588,119435,129226,127238,117393,125040,115597,121087,117405,125171,127015,127434,117574,117534,111033,109544,123007,111116,129128,115114,109387,123022,125130,105005,121467,129164,125363,119607,109380,109548,129272,117036,111672,127287,107113,127560,107497,127572,125476,119285,117513,125310,119234,117535,127083,129281,109044,115547,121354,107143,125373,127543,117292,125635,117303,127247,115093,119634,115487,119311,119421,115569,123308,109456,117545,143400,129345,115304,111538,107174,129343,121248,115201,127427,127254,119361,111674,107370,127566,111024,111402,125284,117638,111141,105064,121353,127410,109129,125057,115477,125480,109012,115162,125183,109382,111394,129344,125222,125239,127282,111398,107065,109559,119501,119136,125413,115598,117525,121108,115142,109386,127540,121355,107031,109145,105043,115230,111558,123298,123100,103274,141700,109429,111625,125362,117186,125581,121352,105425,109377,115612,123592,143350,121351,105122,119296,125212,125481,105484,111123,105318,117133,129075,141431,123458,117449,115573,109518,117312,119590,125008,115563,115533,117420,111524,123181,115193,119333,127549,115470,127204,107392,125367,119620,109029,125430,107589,119297,121309,115583,111622,117216,123154,129346,125493,127349,121609,109652,119530,119146,121601,121096,111395,121165,127562,115478,127474,109156,127422,115406,119021,117647,141400,115409,111539,115408,119192,121359,127642,117148,125627,117152,119330,107553,129594,119261,125464,125412,111555,117246,107241,127576,109388,111673,111399,129366,125475,117198,109457,127224,115211,111675,129223,109443,127299,115068,117447,109649,109391,125368,111531,105523,115446,115582,119606,115580,127644,117209,142750,142791,142780,142793,142131,142770,124489,142784,143082,142160,142150,125414,142002,105173,117648,143411,123423,121115,143000,124460,124365,124681,124482,124617,124527,124498,124575,124305,142190,142191,142136,142137,143381,143380,142165,142161,142170,142172,142171,142713,142760,142783,143025,143397,143396,143390,143344,143340,143333,142140,124150,142704,142771,142782,143391,143330,143320,143323,142167,142138,142144,142145,142762,131337,142712,142730,142102,142134;
0000077344;0000073738;CITY;Зеленоград;;;216;124460;;;124365,124681,124489,124482,124460,124617,121087,124527,124498,124575,115280,124305;
0000077457;0000073738;CITY;Троицк;;;20674;142190;;;142190,142191,142793;
0000077774;0000073738;CITY;Щербинка;;;21624;142170;;;142172,142171;
0000078911;0000073738;CITY;Московский;;;103817;142784;;;;
0000079503;0000028043;SUBREGION;Волосовский район;;;;;;;;
0000079572;0000079503;CITY;Волосово;;;10863;188410;;;;
0000080022;0000028043;SUBREGION;Бокситогорский район;;;;;;;;
0000080243;0000080022;CITY;Бокситогорск;;;10861;187650;;;;
0000080332;0000080022;CITY;Пикалево;;;10879;187600;;;187602,187600;
0000080592;0000028043;CITY;Сосновый Бор;;;10891;182277;;;188544,188540,188541,188542;
0000080734;0000028043;SUBREGION;Волховский район;;;;;;;;
0000081017;0000080734;CITY;Волхов;;;10864;187401;;;187401,187404,187403,187406,187400;
0000081514;0000080734;CITY;Новая Ладога;;;22917;187450;;;;
0000081897;0000080734;CITY;Сясьстрой;;;22914;187420;;;;
0000082157;0000028043;SUBREGION;Всеволожский район;;;;;;;;
0000083828;0000082157;CITY;Сертолово;;;10887;188650;;;;
0000084205;0000082157;CITY;Всеволожск;;;10865;188640;;;188643,188640,188641;
0000086642;0000028043;SUBREGION;Выборгский район;;;;;;;;
0000088104;0000086642;CITY;Выборг;;;969;188800;;;;
0000089477;0000086642;CITY;Каменногорск;;;10869;188950;;;;
0000089522;0000086642;CITY;Высоцк;;;103815;188909;;;;
0000089556;0000086642;CITY;Приморск;;;10882;188910;;;;
0000089645;0000086642;CITY;Светогорск;;;10886;188992;;;;
0000089685;0000028043;SUBREGION;Гатчинский район;;;;;;;;
0000091514;0000089685;CITY;Коммунар;;;21666;188320;;;188320,188322;
0000091780;0000089685;CITY;Гатчина;;;10867;188300;;;188301,188304,188300,188309,188302,188306,188310,188307;
0000092151;0000028043;SUBREGION;Кингисеппский район;;;;;;;;
0000092403;0000092151;CITY;Ивангород;;;10868;188490;;;188490,188491;
0000092517;0000092151;CITY;Кингисепп;;;10870;188480;;;188480,188485,188461;
0000093102;0000028043;SUBREGION;Киришский район;;;;;;;;
0000093419;0000093102;CITY;Кириши;;;10871;187110;;;187110,187111;
0000093923;0000028043;SUBREGION;Кировский район;;;;;;;;
0000093924;0000093923;CITY;Шлиссельбург;;;21795;187320;;;;
0000094182;0000093923;CITY;Кировск;;;10872;187340;;;;
0000094504;0000093923;CITY;Отрадное;;;10878;143442;;;187330;
0000096417;0000028043;SUBREGION;Лодейнопольский район;;;;;;;;
0000096618;0000096417;CITY;Лодейное Поле;;;10874;187700;;;187701,187700;
0000096874;0000028043;SUBREGION;Лужский район;;;;;;;;
0000097654;0000096874;CITY;Луга;;;10876;188230;;;188230,188278,188289,188261,188233;
0000098234;0000028043;SUBREGION;Ломоносовский район;;;;;;;;
0000098750;0000028043;SUBREGION;Подпорожский район;;;;;;;;
0000099113;0000098750;CITY;Подпорожье;;;10881;186164;;;187780,187782,187783;
0000099400;0000028043;SUBREGION;Приозерский район;;;;;;;;
0000100854;0000099400;CITY;Приозерск;;;10883;188760;;;;
0000100999;0000028043;SUBREGION;Сланцевский район;;;;;;;;
0000101126;0000100999;CITY;Сланцы;;;10888;188560;;;188561,188563,188560,188564,188565;
0000101323;0000028043;SUBREGION;Тихвинский район;;;;;;;;
0000101989;0000101323;CITY;Тихвин;;;10892;187555;;;187556,187555,187553;
0000102200;0000028043;SUBREGION;Тосненский район;;;;;;;;
0000103215;0000102200;CITY;Любань;;;21023;187050;;;187051,187050;
0000103376;0000102200;CITY;Никольское;;;10877;187026;;;;
0000103461;0000102200;CITY;Тосно;;;10893;187000;;;;
0000103664;0000028042;CITY;Санкт-Петербург;;;2;190000;;;197198,197229,194214,195030,190000,194356,191180,191015,192288,198218,190020,191167,197022,197341,192102,197375,199155,197110,192177,194044,198323,191023,191124,193318,191014,198326,198184,198097,195043,198035,195009,195027,190013,190121,190068,197349,190031,195197,198205,199034,192289,190005,195257,198261,191119,195427,192019,194292,194352,197343,197046,199004,199178,191028,194064,198095,195248,194017,192076,197101,195221,192012,198216,195067,194358,199406,198099,199106,195273,194156,197183,194021,191036,197342,198207,195298,190103,191186,195196,195220,195176,191187,192007,198264,198152,195112,192171,193230,195299,198328,191024,199226,192283,192281,196084,197374,194223,195213,197136,192029,194100,198260,195271,193231,192174,191011,198096,191060,193232,194355,191123,197372,197371,192241,198206,194354,197348,191144,190098,194291,198329,198188,198332,197373,197082,195253,191002,191025,192148,195265,198255,197227,191040,193168,198302,192284,193315,196210,196158,196135,196066,196240,196105,195279,193079,193149,195256,197720,197760,197762,197761,198320,198325,196645,197733,194361,196650,196655,196658,196653,196657,196652,197729,197758,194362,194294,198515,197730,196631,196644,196626,196634,196627,197755,196641,196642,197739,196625,196643,197738,197701,197706,197704,196601,196602,196632,196605,196608,196620,196607,196603,196621,198504,198510,198517,198516,198411,198412;
0000105691;0000103664;CITY;Зеленогорск;;;37180;197720;;;;
0000105827;0000103664;CITY;Кронштадт;;;21776;197760;;;197762,197760,197761;
0000105884;0000103664;CITY;Красное Село;;;109773;198320;;;198320,198325;
0000106163;0000103664;CITY;Колпино;;;26081;196650;;;196655,196650,196658,196653,196657,196652;
0000107253;0000103664;CITY;Сестрорецк;;;102557;197701;;;197701,197706,197704;
0000107443;0000103664;CITY;Пушкин;;;10884;196601;;;196602,196601,196632,196634,196605,196608,196620,196607,196603;
0000107629;0000103664;CITY;Павловск;;;114765;196620;;;196620,196621;
0000107755;0000103664;CITY;Петергоф;;;98546;198504;;;198510,198504,198517,198516,198515;
0000107940;0000103664;CITY;Ломоносов;;;10875;198411;;;198412,198411;
0000108058;0000028087;CITY;Лабытнанги;;;23329;629400;;;629400,629405,629404,629410;
0000108152;0000028087;CITY;Салехард;;;58;629000;;;629003,629008,629001,629004,629007,629601,629600,629000,629002;
0000108270;0000028087;CITY;Губкинский;;;11228;629830;;;;
0000108336;0000028087;CITY;Надым;;;11229;629730;;;629730,629763,629733,629757;
0000108409;0000028087;CITY;Муравленко;;;11174;629604;;;629601,629600,629602,629604;
0000108455;0000028087;SUBREGION;Красноселькупский район;;;;;;;;
0000108514;0000028087;SUBREGION;Пуровский район;;;;;;;;
0000108684;0000108514;CITY;Тарко-Сале;;;20255;629850;;;;
0000108785;0000028087;CITY;Новый Уренгой;;;11230;629300;;;629305,629300,629307,629303,629306,629325,629320;
0000109057;0000028087;CITY;Ноябрьск;;;11231;629800;;;629804,629800,629806,629801,629811,629809,629803,629802,629805,629807,629810,629828;
0000109227;0000028087;SUBREGION;Надымский район;;;;;;;;
0000109304;0000028087;SUBREGION;Ямальский район;;;;;;;;
0000109371;0000028087;SUBREGION;Приуральский район;;;;;;;;
0000109446;0000028087;SUBREGION;Шурышкарский район;;;;;;;;
0000109601;0000028087;SUBREGION;Тазовский район;;;;629350;;;;
0000109677;0000028052;CITY;Нарьян-Мар;;;10902;166000;;;;
0000109999;0000028047;CITY;Новодвинск;;;20117;164900;;;164900,164901,164902;
0000110182;0000028047;CITY;Северодвинск;;;10849;164500;;;164507,164500,164509,164520,164515,164524,164504,164502,164512,164523,164514,164505,164521,164501,164522,164527,164525,164528,164526;
0000110395;0000028047;CITY;Мирный;;;20115;164170;;;;
0000110423;0000028047;CITY;Архангельск;;;20;163000;;;163064,163015,163011,163020,163026,163009,163018,163016,163038,163017,163059,163000,163022,163021,163023,163045,163062,163030,163002,163025,163035,163039,163013,163001,163044,163012,163029,163060,163053,163024,163019,163048,163058,163028,163055,163049,163050,163051,163046,163031,163057,163071,163032;
0000111050;0000028047;CITY;Коряжма;;;10845;165650;;;;
0000111314;0000028047;SUBREGION;Приморский район;;;;;;;;
0000111760;0000028047;SUBREGION;Вельский район;;;;;;;;
0000111951;0000111760;CITY;Вельск;;;10843;165150;;;165150,165152,165151;
0000112726;0000028047;SUBREGION;Верхнетоемский район;;;;;;;;
