CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;NAME.EN.NAME;NAME.UA.NAME;EXT.YAMARKET.0;EXT.ZIP.0;LONGITUDE;LATITUDE;EXT.ZIP_LOWER;EXT.BX_ISO_3166_NUMERIC.0
0000011416;0000011327;CITY;Shoal Creek;Shoal Creek;;;;;;;
0000011417;0000011327;CITY;Cahaba Heights;Cahaba Heights;;;;;;;
0000011418;0000011327;CITY;Hoover;Hoover;;;;;;;
0000011419;0000011327;CITY;Tuscaloosa;Tuscaloosa;;;;;;;
0000011420;0000011327;CITY;Holt;Holt;;;;;;;
0000011421;0000011327;CITY;Stewart;Stewart;;;;;;;
0000011422;0000011327;CITY;Aliceville;Aliceville;;;;;;;
0000011423;0000011327;CITY;Boligee;Boligee;;;;;;;
0000011424;0000011327;CITY;Brookwood;Brookwood;;;;;;;
0000011425;0000011327;CITY;Buhl;Buhl;;;;;;;
0000011426;0000011327;CITY;Carrollton;Carrollton;;;;;;;
0000011427;0000011327;CITY;Coker;Coker;;;;;;;
0000011428;0000011327;CITY;Cottondale;Cottondale;;;;;;;
0000011429;0000011327;CITY;Duncanville;Duncanville;;;;;;;
0000011430;0000011327;CITY;Echola;Echola;;;;;;;
0000011431;0000011327;CITY;Elrod;Elrod;;;;;;;
0000011432;0000011327;CITY;Emelle;Emelle;;;;;;;
0000011433;0000011327;CITY;Epes;Epes;;;;;;;
0000011434;0000011327;CITY;Ethelsville;Ethelsville;;;;;;;
0000011435;0000011327;CITY;Eutaw;Eutaw;;;;;;;
0000011436;0000011327;CITY;Fosters;Fosters;;;;;;;
0000011437;0000011327;CITY;Gainesville;Gainesville;;;;;;;
0000011438;0000011327;CITY;Gordo;Gordo;;;;;;;
0000011439;0000011327;CITY;Knoxville;Knoxville;;;;;;;
0000011440;0000011327;CITY;Coatopa;Coatopa;;;;;;;
0000011441;0000011327;CITY;Cypress;Cypress;;;;;;;
0000011442;0000011327;CITY;Northport;Northport;;;;;;;
0000011443;0000011327;CITY;Ralph;Ralph;;;;;;;
0000011444;0000011327;CITY;Reform;Reform;;;;;;;
0000011445;0000011327;CITY;Vance;Vance;;;;;;;
0000011446;0000011327;CITY;Jasper;Jasper;;;;;;;
0000011447;0000011327;CITY;Addison;Addison;;;;;;;
0000011448;0000011327;CITY;Arley;Arley;;;;;;;
0000011449;0000011327;CITY;Bankston;Bankston;;;;;;;
0000011450;0000011327;CITY;Bear Creek;Bear Creek;;;;;;;
0000011451;0000011327;CITY;Beaverton;Beaverton;;;;;;;
0000011452;0000011327;CITY;Berry;Berry;;;;;;;
0000011453;0000011327;CITY;Brilliant;Brilliant;;;;;;;
0000011454;0000011327;CITY;Carbon Hill;Carbon Hill;;;;;;;
0000011455;0000011327;CITY;Cordova;Cordova;;;;;;;
0000011456;0000011327;CITY;Detroit;Detroit;;;;;;;
0000011457;0000011327;CITY;Double Springs;Double Springs;;;;;;;
0000011458;0000011327;CITY;Eldridge;Eldridge;;;;;;;
0000011459;0000011327;CITY;Fayette;Fayette;;;;;;;
0000011460;0000011327;CITY;Guin;Guin;;;;;;;
0000011461;0000011327;CITY;Hackleburg;Hackleburg;;;;;;;
0000011462;0000011327;CITY;Haleyville;Haleyville;;;;;;;
0000011463;0000011327;CITY;Hamilton;Hamilton;;;;;;;
0000011464;0000011327;CITY;Hodges;Hodges;;;;;;;
0000011465;0000011327;CITY;Houston;Houston;;;;;;;
0000011466;0000011327;CITY;Kennedy;Kennedy;;;;;;;
0000011467;0000011327;CITY;Lynn;Lynn;;;;;;;
0000011468;0000011327;CITY;Millport;Millport;;;;;;;
0000011469;0000011327;CITY;Nauvoo;Nauvoo;;;;;;;
0000011470;0000011327;CITY;Oakman;Oakman;;;;;;;
0000011471;0000011327;CITY;Parrish;Parrish;;;;;;;
0000011472;0000011327;CITY;Phil Campbell;Phil Campbell;;;;;;;
0000011473;0000011327;CITY;Red Bay;Red Bay;;;;;;;
0000011474;0000011327;CITY;Spruce Pine;Spruce Pine;;;;;;;
0000011475;0000011327;CITY;Sulligent;Sulligent;;;;;;;
0000011476;0000011327;CITY;Townley;Townley;;;;;;;
0000011477;0000011327;CITY;Vernon;Vernon;;;;;;;
0000011478;0000011327;CITY;Vina;Vina;;;;;;;
0000011479;0000011327;CITY;Winfield;Winfield;;;;;;;
0000011480;0000011327;CITY;Decatur;Decatur;;;;;;;
0000011481;0000011327;CITY;Anderson;Anderson;;;;;;;
0000011482;0000011327;CITY;Athens;Athens;;;;;;;
0000011483;0000011327;CITY;Cherokee;Cherokee;;;;;;;
0000011484;0000011327;CITY;Courtland;Courtland;;;;;;;
0000011485;0000011327;CITY;Danville;Danville;;;;;;;
0000011486;0000011327;CITY;Elkmont;Elkmont;;;;;;;
0000011487;0000011327;CITY;Eva;Eva;;;;;;;
0000011488;0000011327;CITY;Falkville;Falkville;;;;;;;
0000011489;0000011327;CITY;Florence;Florence;;;;;;;
0000011490;0000011327;CITY;Hartselle;Hartselle;;;;;;;
0000011491;0000011327;CITY;Hillsboro;Hillsboro;;;;;;;
0000011492;0000011327;CITY;Killen;Killen;;;;;;;
0000011493;0000011327;CITY;Leighton;Leighton;;;;;;;
0000011494;0000011327;CITY;Lester;Lester;;;;;;;
0000011495;0000011327;CITY;Lexington;Lexington;;;;;;;
0000011496;0000011327;CITY;Moulton;Moulton;;;;;;;
0000011497;0000011327;CITY;Mount Hope;Mount Hope;;;;;;;
0000011498;0000011327;CITY;Rogersville;Rogersville;;;;;;;
0000011499;0000011327;CITY;Russellville;Russellville;;;;;;;
0000011500;0000011327;CITY;Sheffield;Sheffield;;;;;;;
0000011501;0000011327;CITY;Muscle Shoals;Muscle Shoals;;;;;;;
0000011502;0000011327;CITY;Somerville;Somerville;;;;;;;
0000011503;0000011327;CITY;Tanner;Tanner;;;;;;;
0000011504;0000011327;CITY;Town Creek;Town Creek;;;;;;;
0000011505;0000011327;CITY;Trinity;Trinity;;;;;;;
0000011506;0000011327;CITY;Tuscumbia;Tuscumbia;;;;;;;
0000011507;0000011327;CITY;Waterloo;Waterloo;;;;;;;
0000011508;0000011327;CITY;Ardmore;Ardmore;;;;;;;
0000011509;0000011327;CITY;Bridgeport;Bridgeport;;;;;;;
0000011510;0000011327;CITY;Brownsboro;Brownsboro;;;;;;;
0000011511;0000011327;CITY;Dutton;Dutton;;;;;;;
0000011512;0000011327;CITY;Estillfork;Estillfork;;;;;;;
0000011513;0000011327;CITY;Fackler;Fackler;;;;;;;
0000011514;0000011327;CITY;Grant;Grant;;;;;;;
0000011515;0000011327;CITY;Gurley;Gurley;;;;;;;
0000011516;0000011327;CITY;Harvest;Harvest;;;;;;;
0000011517;0000011327;CITY;Hazel Green;Hazel Green;;;;;;;
0000011518;0000011327;CITY;Hollytree;Hollytree;;;;;;;
0000011519;0000011327;CITY;Hollywood;Hollywood;;;;;;;
0000011520;0000011327;CITY;Laceys Spring;Laceys Spring;;;;;;;
0000011521;0000011327;CITY;Langston;Langston;;;;;;;
0000011522;0000011327;CITY;Triana;Triana;;;;;;;
0000011523;0000011327;CITY;Meridianville;Meridianville;;;;;;;
0000011524;0000011327;CITY;New Hope;New Hope;;;;;;;
0000011525;0000011327;CITY;New Market;New Market;;;;;;;
0000011526;0000011327;CITY;Big Cove;Big Cove;;;;;;;
0000011527;0000011327;CITY;Paint Rock;Paint Rock;;;;;;;
0000011528;0000011327;CITY;Pisgah;Pisgah;;;;;;;
0000011529;0000011327;CITY;Princeton;Princeton;;;;;;;
0000011530;0000011327;CITY;Hytop;Hytop;;;;;;;
0000011531;0000011327;CITY;Section;Section;;;;;;;
0000011532;0000011327;CITY;Stevenson;Stevenson;;;;;;;
0000011533;0000011327;CITY;Toney;Toney;;;;;;;
0000011534;0000011327;CITY;Trenton;Trenton;;;;;;;
0000011535;0000011327;CITY;Valhermoso Sprin;Valhermoso Sprin;;;;;;;
0000011536;0000011327;CITY;Woodville;Woodville;;;;;;;
0000011537;0000011327;CITY;Huntsville;Huntsville;;;;;;;
0000011538;0000011327;CITY;Southside;Southside;;;;;;;
0000011539;0000011327;CITY;Hokes Bluff;Hokes Bluff;;;;;;;
0000011540;0000011327;CITY;Gadsden;Gadsden;;;;;;;
0000011541;0000011327;CITY;Glencoe;Glencoe;;;;;;;
0000011542;0000011327;CITY;Albertville;Albertville;;;;;;;
0000011543;0000011327;CITY;Snead;Snead;;;;;;;
0000011544;0000011327;CITY;Ashville;Ashville;;;;;;;
0000011545;0000011327;CITY;Attalla;Attalla;;;;;;;
0000011546;0000011327;CITY;Boaz;Boaz;;;;;;;
0000011547;0000011327;CITY;Bryant;Bryant;;;;;;;
0000011548;0000011327;CITY;Cedar Bluff;Cedar Bluff;;;;;;;
0000011549;0000011327;CITY;Centre;Centre;;;;;;;
0000011550;0000011327;CITY;Collinsville;Collinsville;;;;;;;
0000011551;0000011327;CITY;Crossville;Crossville;;;;;;;
0000011552;0000011327;CITY;Dawson;Dawson;;;;;;;
0000011553;0000011327;CITY;Flat Rock;Flat Rock;;;;;;;
0000011554;0000011327;CITY;Fort Payne;Fort Payne;;;;;;;
0000011555;0000011327;CITY;Fyffe;Fyffe;;;;;;;
0000011556;0000011327;CITY;Gallant;Gallant;;;;;;;
0000011557;0000011327;CITY;Gaylesville;Gaylesville;;;;;;;
0000011558;0000011327;CITY;Geraldine;Geraldine;;;;;;;
0000011559;0000011327;CITY;Groveoak;Groveoak;;;;;;;
0000011560;0000011327;CITY;Guntersville;Guntersville;;;;;;;
0000011561;0000011327;CITY;Henagar;Henagar;;;;;;;
0000011562;0000011327;CITY;Higdon;Higdon;;;;;;;
0000011563;0000011327;CITY;Horton;Horton;;;;;;;
0000011564;0000011327;CITY;Ider;Ider;;;;;;;
0000011565;0000011327;CITY;Leesburg;Leesburg;;;;;;;
0000011566;0000011327;CITY;Mentone;Mentone;;;;;;;
0000011567;0000011327;CITY;Rainsville;Rainsville;;;;;;;
0000011568;0000011327;CITY;Steele;Steele;;;;;;;
0000011569;0000011327;CITY;Sylvania;Sylvania;;;;;;;
0000011570;0000011327;CITY;Valley Head;Valley Head;;;;;;;
0000011571;0000011327;CITY;Autaugaville;Autaugaville;;;;;;;
0000011572;0000011327;CITY;Eufaula;Eufaula;;;;;;;
0000011573;0000011327;CITY;Banks;Banks;;;;;;;
0000011574;0000011327;CITY;Billingsley;Billingsley;;;;;;;
0000011575;0000011327;CITY;Brantley;Brantley;;;;;;;
0000011576;0000011327;CITY;Brundidge;Brundidge;;;;;;;
0000011577;0000011327;CITY;Cecil;Cecil;;;;;;;
0000011578;0000011327;CITY;Clayton;Clayton;;;;;;;
0000011579;0000011327;CITY;Clio;Clio;;;;;;;
0000011580;0000011327;CITY;Deatsville;Deatsville;;;;;;;
0000011581;0000011327;CITY;Eclectic;Eclectic;;;;;;;
0000011582;0000011327;CITY;Elmore;Elmore;;;;;;;
0000011583;0000011327;CITY;Equality;Equality;;;;;;;
0000011584;0000011327;CITY;Dozier;Dozier;;;;;;;
0000011585;0000011327;CITY;Fitzpatrick;Fitzpatrick;;;;;;;
0000011586;0000011327;CITY;Forest Home;Forest Home;;;;;;;
0000011587;0000011327;CITY;Fort Davis;Fort Davis;;;;;;;
0000011588;0000011327;CITY;Fort Deposit;Fort Deposit;;;;;;;
0000011589;0000011327;CITY;Georgiana;Georgiana;;;;;;;
0000011590;0000011327;CITY;Glenwood;Glenwood;;;;;;;
0000011591;0000011327;CITY;Goshen;Goshen;;;;;;;
0000011592;0000011327;CITY;Grady;Grady;;;;;;;
0000011593;0000011327;CITY;Greenville;Greenville;;;;;;;
0000011594;0000011327;CITY;Gantt;Gantt;;;;;;;
0000011595;0000011327;CITY;Hardaway;Hardaway;;;;;;;
0000011596;0000011327;CITY;Hayneville;Hayneville;;;;;;;
0000011597;0000011327;CITY;Highland Home;Highland Home;;;;;;;
0000011598;0000011327;CITY;Honoraville;Honoraville;;;;;;;
0000011599;0000011327;CITY;Hope Hull;Hope Hull;;;;;;;
0000011600;0000011327;CITY;Lapine;Lapine;;;;;;;
0000011601;0000011327;CITY;Letohatchee;Letohatchee;;;;;;;
0000011602;0000011327;CITY;Louisville;Louisville;;;;;;;
0000011603;0000011327;CITY;Luverne;Luverne;;;;;;;
0000011604;0000011327;CITY;Marbury;Marbury;;;;;;;
0000011605;0000011327;CITY;Mathews;Mathews;;;;;;;
0000011606;0000011327;CITY;Midway;Midway;;;;;;;
0000011607;0000011327;CITY;Millbrook;Millbrook;;;;;;;
0000011608;0000011327;CITY;Perote;Perote;;;;;;;
0000011609;0000011327;CITY;Pike Road;Pike Road;;;;;;;
0000011610;0000011327;CITY;Prattville;Prattville;;;;;;;
0000011611;0000011327;CITY;Ramer;Ramer;;;;;;;
0000011612;0000011327;CITY;Rutledge;Rutledge;;;;;;;
0000011613;0000011327;CITY;Shorter;Shorter;;;;;;;
0000011614;0000011327;CITY;Tallassee;Tallassee;;;;;;;
0000011615;0000011327;CITY;Titus;Titus;;;;;;;
0000011616;0000011327;CITY;Troy;Troy;;;;;;;
0000011617;0000011327;CITY;Tuskegee;Tuskegee;;;;;;;
0000011618;0000011327;CITY;Tuskegee Institu;Tuskegee Institu;;;;;;;
0000011619;0000011327;CITY;Union Springs;Union Springs;;;;;;;
0000011620;0000011327;CITY;Verbena;Verbena;;;;;;;
0000011621;0000011327;CITY;Wetumpka;Wetumpka;;;;;;;
0000011622;0000011327;CITY;Montgomery;Montgomery;;;;;;;
0000011623;0000011327;CITY;Maxwell A F B;Maxwell A F B;;;;;;;
0000011624;0000011327;CITY;Gunter Afs;Gunter Afs;;;;;;;
0000011625;0000011327;CITY;Anniston;Anniston;;;;;;;
0000011626;0000011327;CITY;Oxford;Oxford;;;;;;;
0000011627;0000011327;CITY;Fort Mc Clellan;Fort Mc Clellan;;;;;;;
0000011628;0000011327;CITY;Alexandria;Alexandria;;;;;;;
0000011629;0000011327;CITY;Ashland;Ashland;;;;;;;
0000011630;0000011327;CITY;Cragford;Cragford;;;;;;;
0000011631;0000011327;CITY;Daviston;Daviston;;;;;;;
0000011632;0000011327;CITY;Delta;Delta;;;;;;;
0000011633;0000011327;CITY;Eastaboga;Eastaboga;;;;;;;
0000011634;0000011327;CITY;Fruithurst;Fruithurst;;;;;;;
0000011635;0000011327;CITY;Graham;Graham;;;;;;;
0000011636;0000011327;CITY;Heflin;Heflin;;;;;;;
0000011637;0000011327;CITY;Jacksonville;Jacksonville;;;;;;;
0000011638;0000011327;CITY;Lineville;Lineville;;;;;;;
0000011639;0000011327;CITY;Millerville;Millerville;;;;;;;
0000011640;0000011327;CITY;Munford;Munford;;;;;;;
0000011641;0000011327;CITY;Muscadine;Muscadine;;;;;;;
0000011642;0000011327;CITY;Newell;Newell;;;;;;;
0000011643;0000011327;CITY;Ohatchee;Ohatchee;;;;;;;
0000011644;0000011327;CITY;Piedmont;Piedmont;;;;;;;
0000011645;0000011327;CITY;Ranburne;Ranburne;;;;;;;
0000011646;0000011327;CITY;Rock Mills;Rock Mills;;;;;;;
0000011647;0000011327;CITY;Wadley;Wadley;;;;;;;
0000011648;0000011327;CITY;Weaver;Weaver;;;;;;;
0000011649;0000011327;CITY;Wedowee;Wedowee;;;;;;;
0000011650;0000011327;CITY;Wellington;Wellington;;;;;;;
0000011651;0000011327;CITY;Woodland;Woodland;;;;;;;
0000011652;0000011327;CITY;Taylor;Taylor;;;;;;;
0000011653;0000011327;CITY;Napier Field;Napier Field;;;;;;;
0000011654;0000011327;CITY;Abbeville;Abbeville;;;;;;;
0000011655;0000011327;CITY;Ariton;Ariton;;;;;;;
0000011656;0000011327;CITY;Ashford;Ashford;;;;;;;
0000011657;0000011327;CITY;Black;Black;;;;;;;
0000011658;0000011327;CITY;Chancellor;Chancellor;;;;;;;
0000011659;0000011327;CITY;Clopton;Clopton;;;;;;;
0000011660;0000011327;CITY;Coffee Springs;Coffee Springs;;;;;;;
0000011661;0000011327;CITY;Columbia;Columbia;;;;;;;
0000011662;0000011327;CITY;Cottonwood;Cottonwood;;;;;;;
0000011663;0000011327;CITY;Daleville;Daleville;;;;;;;
0000011664;0000011327;CITY;Elba;Elba;;;;;;;
0000011665;0000011327;CITY;Enterprise;Enterprise;;;;;;;
0000011666;0000011327;CITY;Geneva;Geneva;;;;;;;
0000011667;0000011327;CITY;Gordon;Gordon;;;;;;;
0000011668;0000011327;CITY;Hartford;Hartford;;;;;;;
0000011669;0000011327;CITY;Headland;Headland;;;;;;;
0000011670;0000011327;CITY;Jack;Jack;;;;;;;
0000011671;0000011327;CITY;Malvern;Malvern;;;;;;;
0000011672;0000011327;CITY;Midland City;Midland City;;;;;;;
0000011673;0000011327;CITY;New Brockton;New Brockton;;;;;;;
0000011674;0000011327;CITY;Newton;Newton;;;;;;;
0000011675;0000011327;CITY;Newville;Newville;;;;;;;
0000011676;0000011327;CITY;Ozark;Ozark;;;;;;;
0000011677;0000011327;CITY;Fort Rucker;Fort Rucker;;;;;;;
0000011678;0000011327;CITY;Pansey;Pansey;;;;;;;
0000011679;0000011327;CITY;Shorterville;Shorterville;;;;;;;
0000011680;0000011327;CITY;Skipperville;Skipperville;;;;;;;
0000011681;0000011327;CITY;Slocomb;Slocomb;;;;;;;
0000011682;0000011327;CITY;Webb;Webb;;;;;;;
0000011683;0000011327;CITY;Evergreen;Evergreen;;;;;;;
0000011684;0000011327;CITY;Allen;Allen;;;;;;;
0000011685;0000011327;CITY;Andalusia;Andalusia;;;;;;;
0000011686;0000011327;CITY;Beatrice;Beatrice;;;;;;;
0000011687;0000011327;CITY;East Brewton;East Brewton;;;;;;;
0000011688;0000011327;CITY;Castleberry;Castleberry;;;;;;;
0000011689;0000011327;CITY;Coy;Coy;;;;;;;
0000011690;0000011327;CITY;Dickinson;Dickinson;;;;;;;
0000011691;0000011327;CITY;Flomaton;Flomaton;;;;;;;
0000011692;0000011327;CITY;Florala;Florala;;;;;;;
0000011693;0000011327;CITY;Franklin;Franklin;;;;;;;
0000011694;0000011327;CITY;Frisco City;Frisco City;;;;;;;
0000011695;0000011327;CITY;Fulton;Fulton;;;;;;;
0000011696;0000011327;CITY;Grove Hill;Grove Hill;;;;;;;
0000011697;0000011327;CITY;Kinston;Kinston;;;;;;;
0000011698;0000011327;CITY;Lenox;Lenox;;;;;;;
0000011699;0000011327;CITY;Mc Kenzie;Mc Kenzie;;;;;;;
0000011700;0000011327;CITY;Monroeville;Monroeville;;;;;;;
0000011701;0000011327;CITY;Opp;Opp;;;;;;;
0000011702;0000011327;CITY;Peterman;Peterman;;;;;;;
0000011703;0000011327;CITY;Range;Range;;;;;;;
0000011704;0000011327;CITY;Red Level;Red Level;;;;;;;
0000011705;0000011327;CITY;Repton;Repton;;;;;;;
0000011706;0000011327;CITY;Samson;Samson;;;;;;;
0000011707;0000011327;CITY;Uriah;Uriah;;;;;;;
0000011708;0000011327;CITY;Vredenburgh;Vredenburgh;;;;;;;
0000011709;0000011327;CITY;Whatley;Whatley;;;;;;;
0000011710;0000011327;CITY;Wing;Wing;;;;;;;
0000011711;0000011327;CITY;Atmore;Atmore;;;;;;;
0000011712;0000011327;CITY;Axis;Axis;;;;;;;
0000011713;0000011327;CITY;Bay Minette;Bay Minette;;;;;;;
0000011714;0000011327;CITY;Bayou La Batre;Bayou La Batre;;;;;;;
0000011715;0000011327;CITY;Bigbee;Bigbee;;;;;;;
0000011716;0000011327;CITY;Bon Secour;Bon Secour;;;;;;;
0000011717;0000011327;CITY;Carlton;Carlton;;;;;;;
0000011718;0000011327;CITY;Chatom;Chatom;;;;;;;
0000011719;0000011327;CITY;Chunchula;Chunchula;;;;;;;
0000011720;0000011327;CITY;Citronelle;Citronelle;;;;;;;
0000011721;0000011327;CITY;Coden;Coden;;;;;;;
0000011722;0000011327;CITY;Coffeeville;Coffeeville;;;;;;;
0000011723;0000011327;CITY;Creola;Creola;;;;;;;
0000011724;0000011327;CITY;Daphne;Daphne;;;;;;;
0000011725;0000011327;CITY;Spanish Fort;Spanish Fort;;;;;;;
0000011726;0000011327;CITY;Dauphin Island;Dauphin Island;;;;;;;
0000011727;0000011327;CITY;Deer Park;Deer Park;;;;;;;
0000011728;0000011327;CITY;Elberta;Elberta;;;;;;;
0000011729;0000011327;CITY;Fairhope;Fairhope;;;;;;;
0000011730;0000011327;CITY;Foley;Foley;;;;;;;
0000011731;0000011327;CITY;Frankville;Frankville;;;;;;;
0000011732;0000011327;CITY;Fruitdale;Fruitdale;;;;;;;
0000011733;0000011327;CITY;Gainestown;Gainestown;;;;;;;
0000011734;0000011327;CITY;Grand Bay;Grand Bay;;;;;;;
0000011735;0000011327;CITY;Fort Morgan;Fort Morgan;;;;;;;
0000011736;0000011327;CITY;Irvington;Irvington;;;;;;;
0000011737;0000011327;CITY;Jackson;Jackson;;;;;;;
0000011738;0000011327;CITY;Leroy;Leroy;;;;;;;
0000011739;0000011327;CITY;Lillian;Lillian;;;;;;;
0000011740;0000011327;CITY;Little River;Little River;;;;;;;
0000011741;0000011327;CITY;Loxley;Loxley;;;;;;;
0000011742;0000011327;CITY;Mc Intosh;Mc Intosh;;;;;;;
0000011743;0000011327;CITY;Magnolia Springs;Magnolia Springs;;;;;;;
0000011744;0000011327;CITY;Millry;Millry;;;;;;;
0000011745;0000011327;CITY;Mount Vernon;Mount Vernon;;;;;;;
0000011746;0000011327;CITY;Orange Beach;Orange Beach;;;;;;;
0000011747;0000011327;CITY;Perdido;Perdido;;;;;;;
0000011748;0000011327;CITY;Robertsdale;Robertsdale;;;;;;;
0000011749;0000011327;CITY;Saint Stephens;Saint Stephens;;;;;;;
0000011750;0000011327;CITY;Salitpa;Salitpa;;;;;;;
0000011751;0000011327;CITY;Saraland;Saraland;;;;;;;
0000011752;0000011327;CITY;Satsuma;Satsuma;;;;;;;
