0000028099,4,3,3,3,4,4,3,4,4,1,4,4,4,4,4,3,1,4,4,1,4,4,4,4,3,4,4,3,3,4,4,4,2,3,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4,3,4,3,4,3,3,3,3,3,2,3,3,4,3,3,4,4,4
0000028041,2,3,3,4,2,2,2,2,2,4,1,2,1,2,3,5,4,1,2,3,2,2,2,1,5,2,2,3,2,2,1,2,3,2,2,2,1,5,2,1,1,3,2,1,2,3,3,2,1,2,2,5,2,2,1,2,2,4,5,2,2,2,2,1,2,1,3,1,3,2,2,2,5,3,3,2,3,2,5,3,1,3
0000028055,2,3,3,4,3,1,2,2,2,4,2,1,2,2,2,5,4,2,2,4,2,3,2,2,5,2,3,3,2,3,2,2,3,3,2,2,2,5,2,2,2,3,3,2,3,3,3,2,2,2,2,5,2,1,2,2,1,4,5,2,2,2,2,2,2,2,3,2,3,3,2,2,5,3,3,2,2,2,5,3,2,2
0000028046,3,3,3,4,2,2,2,2,2,4,1,2,1,2,3,5,4,1,3,3,3,2,3,2,5,3,2,3,2,2,1,2,3,2,2,2,2,5,2,2,1,2,2,2,2,3,3,2,2,2,2,5,2,2,2,2,2,4,5,2,3,2,3,2,2,2,3,2,3,2,2,2,5,3,3,2,3,2,5,3,1,3
0000028040,2,3,3,5,2,2,2,1,1,4,2,2,2,1,2,5,4,2,2,4,2,2,2,2,5,2,2,3,2,2,2,2,3,3,1,2,1,5,2,2,1,3,2,2,2,3,3,2,1,2,2,5,2,2,1,2,2,4,5,3,2,2,2,1,2,2,3,1,3,3,2,2,5,3,3,2,2,2,5,3,2,2
0000028061,2,3,3,5,3,1,3,2,2,4,3,2,3,2,1,5,4,3,2,4,2,3,2,3,5,2,3,3,3,3,3,2,3,3,2,3,2,5,2,2,3,3,3,3,3,3,3,2,2,2,3,5,3,2,2,2,2,5,5,3,3,3,2,2,2,3,3,2,4,3,3,2,5,3,3,3,1,3,5,4,3,2
0000028111,5,4,4,1,5,5,4,5,5,3,5,5,5,5,5,1,3,5,5,3,5,5,5,5,3,5,5,3,4,5,4,5,3,4,5,5,5,2,4,4,5,5,5,4,5,4,4,4,5,4,4,2,5,5,5,4,4,3,2,4,5,5,5,5,4,5,3,5,3,4,4,4,1,3,4,4,5,4,3,5,5,5
0000028093,4,3,3,2,4,4,3,4,4,1,4,4,4,4,4,3,1,4,4,2,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,4,4,3,4,4,4
0000028027,2,3,3,4,2,2,2,2,2,4,1,2,1,2,3,5,4,1,3,3,3,2,3,1,5,2,2,3,2,2,1,2,3,2,2,2,2,5,2,1,1,2,2,1,2,3,3,2,2,2,2,5,2,2,1,2,2,4,5,2,3,2,2,2,2,1,3,1,3,2,2,2,5,3,3,2,3,2,5,3,1,3
0000028065,1,3,3,5,3,2,3,2,2,4,2,2,3,2,2,5,4,3,1,4,1,3,1,2,5,1,3,3,3,3,3,1,4,3,2,3,2,5,3,2,2,3,3,3,3,3,3,3,2,2,3,5,3,2,2,2,2,5,5,3,1,3,1,2,3,3,3,2,4,3,3,2,5,4,3,3,1,3,5,4,3,2
0000028091,4,3,3,3,4,4,3,4,4,1,3,4,3,4,4,3,2,3,4,1,4,4,4,4,4,4,4,2,3,3,3,4,2,3,4,4,4,3,3,3,4,4,4,3,4,2,3,3,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,3,4,2,4,2,3,3,3,3,2,3,3,4,3,4,4,3,4
0000028062,1,3,3,5,3,2,3,2,2,4,2,2,3,2,2,5,4,3,1,4,1,3,1,2,5,1,3,3,3,3,3,1,4,3,2,3,2,5,3,2,2,3,3,3,3,3,3,3,2,2,3,5,3,2,2,2,2,5,5,3,1,3,1,2,3,3,3,2,4,3,3,2,5,4,3,3,1,3,5,4,3,2
0000028049,3,3,3,5,3,3,3,2,2,4,2,3,2,2,3,5,4,2,3,4,3,1,3,2,5,3,3,3,3,3,2,3,4,3,2,2,2,5,3,2,2,3,3,2,3,3,3,3,2,2,3,5,2,3,2,3,2,5,5,3,3,1,3,2,3,2,3,2,4,3,3,3,5,4,3,3,3,3,5,4,2,3
0000028059,2,3,3,5,3,2,3,2,2,4,2,2,3,2,2,5,4,3,1,4,1,3,1,2,5,1,3,3,3,3,3,1,4,3,2,3,2,5,3,2,2,3,3,3,3,3,3,3,2,2,3,5,3,2,2,2,2,5,5,3,1,3,1,2,3,3,3,2,4,3,3,2,5,4,3,3,2,3,5,4,3,2
0000028028,2,3,3,5,2,2,2,2,1,4,1,2,2,2,3,5,4,1,2,4,2,2,2,1,5,2,2,3,2,2,2,2,3,3,1,2,1,5,2,2,1,3,2,2,2,3,3,2,1,2,2,5,2,2,1,2,2,4,5,2,2,1,2,2,2,1,3,1,3,3,2,2,5,3,3,3,3,2,5,3,1,2
0000028106,5,4,4,3,5,5,5,5,5,3,5,5,5,5,5,3,3,5,5,4,5,5,5,5,1,5,5,4,5,5,5,5,4,4,5,5,5,3,5,5,5,5,5,5,5,4,4,5,5,5,5,3,5,5,5,5,5,3,1,5,5,5,5,5,5,5,4,5,4,4,5,5,3,4,5,5,5,5,3,5,5,5
0000028066,1,3,3,5,3,2,3,2,2,4,2,2,3,2,2,5,4,2,1,4,1,3,1,2,5,1,3,3,3,3,2,1,3,3,2,3,2,5,2,2,2,3,3,2,3,3,3,3,2,2,3,5,3,1,2,2,2,5,5,3,1,2,1,2,2,2,3,2,4,3,3,2,5,3,3,3,1,3,5,4,2,2
0000028045,3,3,3,5,2,3,3,3,2,4,2,3,2,2,3,5,4,2,3,4,3,3,3,2,5,3,1,3,2,2,2,3,3,3,2,1,2,5,2,2,2,2,2,2,1,3,3,3,2,2,2,5,2,3,2,3,3,5,5,3,3,2,3,2,2,2,3,2,3,3,2,2,5,3,3,3,3,2,5,3,2,3
0000028094,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,1,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,3,3,1,2,3,3,3,3,4,3,3,3,3,3,3,4,2,3,3,3,3,3,3,1,3,2,2,3,3,4,2,3,2,3,3,4,3,3,3
0000028072,3,3,3,4,2,2,2,2,2,3,2,2,2,2,3,4,4,2,3,3,3,3,3,2,5,3,2,3,1,2,1,3,3,2,2,2,2,5,2,2,2,3,2,1,2,3,2,2,2,2,1,5,2,3,2,2,2,4,5,2,3,2,3,2,2,2,3,2,3,2,1,2,4,3,3,2,3,2,5,3,2,3
0000028044,3,3,3,4,2,3,2,3,2,4,2,3,2,2,3,5,4,2,3,3,3,3,3,2,5,3,2,3,2,1,2,3,3,2,3,2,2,5,2,2,2,2,2,2,2,3,3,3,2,2,2,5,2,3,2,2,2,4,5,2,3,2,3,2,2,2,3,2,3,2,2,2,5,3,3,2,3,2,5,3,2,3
0000028029,2,3,3,4,2,2,2,2,2,4,1,2,1,2,3,4,4,1,3,3,3,2,3,2,5,2,2,3,1,2,1,2,3,2,2,2,2,5,2,2,1,2,2,1,2,3,3,2,2,2,2,5,2,2,1,2,2,4,5,2,3,2,2,2,2,1,3,2,3,2,2,2,5,3,3,2,3,2,5,3,1,3
0000028054,1,3,3,5,3,2,3,2,2,4,2,2,2,2,2,5,4,2,1,4,1,3,1,2,5,1,3,3,3,3,2,1,3,3,2,3,2,5,2,2,2,3,3,2,3,3,3,2,2,2,3,5,3,1,2,2,2,5,5,3,1,2,1,2,2,2,3,2,4,3,3,2,5,3,3,3,2,2,5,3,2,1
0000028092,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,2,4,4,4,3,4,3,3,2,3,3,3,3,1,2,3,3,3,4,3,3,3,4,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,2,3,2,2,3,3,3,1,3,3,3,3,4,3,3,4
0000028086,3,2,2,4,3,3,2,3,3,3,2,3,2,3,3,4,3,2,3,3,3,3,3,3,4,3,3,2,2,2,2,3,2,1,3,3,3,4,2,2,3,3,3,2,3,2,1,2,3,2,2,4,3,3,3,2,2,4,4,1,3,3,3,2,2,3,2,3,3,1,2,2,4,2,2,1,3,2,5,3,2,3
0000028030,2,3,3,5,2,2,2,1,1,4,2,2,2,1,2,5,4,2,2,4,2,2,2,1,5,2,2,3,2,3,2,2,3,3,1,2,1,5,2,2,1,3,2,2,2,3,3,2,1,2,2,5,2,2,2,2,2,5,5,3,2,1,2,1,2,2,3,1,3,3,2,2,5,3,3,3,2,2,5,3,2,2
0000028043,3,3,3,5,2,3,3,2,2,4,2,3,1,2,3,5,4,2,3,4,3,3,3,2,5,3,1,3,2,2,2,3,3,3,2,1,2,5,2,2,2,2,2,2,1,3,3,3,2,2,2,5,1,3,2,2,2,5,5,3,3,2,3,2,2,1,3,2,3,3,2,2,5,3,3,3,3,2,5,3,2,3
0000028031,2,3,3,4,2,2,2,1,1,4,1,2,2,1,2,5,4,2,2,4,2,2,2,1,5,2,2,3,2,2,2,2,3,3,1,2,1,5,2,2,1,3,2,2,2,3,3,2,1,1,2,5,2,2,1,2,1,4,5,2,2,2,2,1,2,2,3,1,3,3,2,2,5,3,3,2,2,2,5,3,2,2
0000028107,5,4,4,3,5,5,5,5,5,3,5,5,5,5,5,2,3,5,5,3,5,5,5,5,3,5,5,4,5,5,5,5,4,4,5,5,5,1,5,5,5,5,5,5,5,4,4,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,5,5,4,5,4,4,5,5,1,4,5,5,5,5,1,5,5,5
0000028071,2,3,3,4,2,2,2,2,2,3,2,2,2,2,2,4,4,2,3,3,3,3,3,2,5,2,2,3,2,2,2,2,3,2,2,2,2,5,1,1,2,3,2,1,2,3,2,2,2,2,2,5,2,2,2,1,2,4,5,2,3,2,2,2,1,2,3,2,3,2,1,1,4,3,3,2,2,1,5,3,2,3
0000028069,2,3,3,4,2,2,2,2,2,4,1,2,2,2,2,4,4,1,2,3,2,2,2,2,5,2,2,3,2,2,2,2,3,2,2,2,2,5,1,1,2,3,2,1,2,3,3,2,2,1,2,5,2,2,1,1,1,4,5,2,2,2,2,1,1,2,3,2,3,2,2,1,4,3,3,2,2,1,5,3,2,3
0000028025,2,3,3,4,2,2,2,2,1,4,1,2,1,2,3,5,4,1,2,4,2,2,2,1,5,2,2,3,2,2,1,2,3,3,1,2,1,5,2,2,1,2,2,1,2,3,3,2,1,2,2,5,2,2,1,2,2,4,5,2,2,1,2,1,2,1,3,1,3,3,2,2,5,3,3,2,3,2,5,3,1,2
0000028048,3,3,3,5,2,3,3,3,3,4,3,3,2,3,3,5,4,2,3,4,3,3,3,3,5,3,2,3,3,2,2,3,4,3,3,2,3,5,3,3,2,1,2,3,2,3,3,3,3,3,3,5,2,3,3,3,3,5,5,3,3,3,3,3,3,2,3,3,4,3,3,3,5,4,3,3,3,3,5,4,2,3
0000028052,3,3,3,5,1,3,3,2,2,4,2,3,2,2,3,5,4,2,3,4,3,3,3,2,5,3,2,3,2,2,2,3,3,3,2,2,2,5,2,2,2,2,1,2,2,3,3,3,2,2,2,5,2,3,2,3,2,5,5,3,3,2,3,2,2,2,3,2,3,3,2,2,5,3,3,3,3,2,5,3,2,3
0000028073,2,3,3,4,2,2,2,2,2,4,1,2,2,2,3,4,4,1,3,3,3,2,3,2,5,2,2,3,1,2,1,2,3,2,2,2,2,5,1,1,1,3,2,1,2,3,3,2,2,1,2,5,2,2,1,2,2,4,5,2,3,2,2,2,1,2,3,2,3,2,2,2,5,3,3,2,3,1,5,3,1,3
0000028051,3,3,3,5,2,3,3,2,2,4,2,3,2,2,3,5,4,2,3,4,3,3,3,2,5,3,1,3,2,2,2,3,3,3,2,1,2,5,2,2,2,2,2,2,1,3,3,3,2,2,2,5,1,3,2,3,2,5,5,3,3,2,3,2,2,1,3,2,3,3,2,2,5,3,3,3,3,2,5,3,2,3
0000028095,3,1,1,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,4,3,3,1,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,3,3,1,2,3,3,3,2,4,3,3,3,3,3,3,4,2,3,3,3,3,3,3,1,3,2,2,3,3,4,2,3,2,3,3,4,3,3,3
0000028096,3,2,2,4,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,2,1,3,3,3,4,2,3,3,3,3,3,3,2,1,2,3,3,2,4,3,3,3,2,3,4,4,2,3,3,3,3,2,3,2,3,2,1,2,2,4,2,2,2,3,2,4,3,3,3
0000028079,3,3,3,4,3,2,1,2,2,3,2,2,2,2,2,4,4,2,3,3,3,3,3,2,5,3,3,3,2,3,2,2,3,2,2,3,2,5,2,2,2,3,3,2,3,3,2,1,2,2,2,5,3,2,2,1,2,4,5,2,3,2,2,2,2,2,3,2,3,2,2,2,4,3,3,2,2,2,5,3,2,3
0000028032,2,3,3,5,2,2,2,1,1,4,1,2,2,1,2,5,4,2,2,4,2,2,2,1,5,2,2,3,2,2,2,2,3,3,1,2,1,5,2,2,1,3,2,2,2,3,3,2,1,2,2,5,2,2,1,2,2,5,5,3,2,1,2,1,2,1,3,1,3,3,2,2,5,3,3,3,2,2,5,3,2,2
0000028078,2,3,3,4,2,2,2,2,2,4,2,2,2,2,2,4,4,2,2,3,2,2,2,2,5,2,2,3,2,2,2,2,3,2,2,2,1,5,2,1,2,3,2,1,2,3,3,2,2,1,2,5,2,2,1,1,1,4,5,2,2,2,2,1,1,2,3,2,3,2,2,1,5,3,3,2,2,1,5,3,2,3
0000028077,3,3,3,4,2,3,2,3,2,3,2,2,2,2,3,4,3,2,3,3,3,3,3,2,5,3,2,3,1,2,2,3,3,2,2,2,2,5,2,2,2,3,2,2,2,2,2,2,2,2,1,4,2,3,2,2,2,4,4,1,3,2,3,2,2,2,3,2,3,2,1,2,4,3,2,2,3,2,5,3,2,3
0000028109,5,4,4,2,5,5,4,5,5,3,5,5,5,5,5,2,3,5,5,3,5,5,5,5,3,5,5,4,5,5,5,5,4,4,5,5,5,3,5,5,5,5,5,5,5,4,4,5,5,5,4,1,5,5,5,5,5,3,2,4,5,5,5,5,5,5,4,5,4,4,5,5,2,4,5,4,5,5,3,5,5,5
0000028050,3,3,3,5,2,3,3,2,2,4,2,2,2,2,3,5,4,2,3,4,3,2,3,2,5,3,2,3,2,2,2,3,3,3,2,1,2,5,2,2,2,2,2,2,1,3,3,3,2,2,2,5,1,3,2,2,2,5,5,3,3,2,3,2,2,1,3,2,3,3,2,2,5,3,3,3,3,2,5,3,2,3
0000028056,1,3,3,5,3,2,2,2,2,4,2,1,2,2,2,5,4,2,2,4,2,3,2,2,5,1,3,3,3,3,2,1,3,3,2,2,2,5,2,2,2,3,3,2,3,3,3,2,2,2,3,5,3,1,2,2,2,5,5,3,2,2,1,2,2,2,3,2,4,3,2,2,5,3,3,3,2,2,5,3,2,2
0000028033,2,3,3,4,2,2,2,2,1,4,1,2,2,1,2,5,4,1,2,4,2,2,2,1,5,2,2,3,2,2,1,2,3,3,2,2,1,5,2,1,1,3,2,1,2,3,3,2,1,1,2,5,2,2,1,2,2,4,5,2,2,2,2,1,2,1,3,1,3,3,2,2,5,3,3,2,2,2,5,3,1,2
0000028076,2,3,3,4,3,2,1,2,2,3,2,2,2,2,2,4,4,2,2,3,2,3,2,2,5,2,3,3,2,2,2,2,3,2,2,2,2,5,1,1,2,3,3,2,3,3,2,1,2,1,2,5,2,2,2,1,1,4,5,2,2,2,2,2,1,2,3,2,3,2,2,1,4,3,3,2,2,2,5,3,2,2
0000028082,2,3,3,4,2,2,2,2,2,4,2,1,2,2,2,4,4,2,2,3,2,2,2,2,5,2,3,3,2,2,2,2,3,2,2,2,1,5,2,1,2,3,2,2,2,3,3,2,2,1,2,5,2,2,2,1,1,4,5,2,2,2,2,1,2,2,3,2,3,2,2,1,5,3,3,2,2,2,5,3,2,2
0000028108,5,3,3,2,5,5,4,5,5,3,4,4,4,4,5,3,3,4,5,3,5,5,5,4,3,5,5,3,4,4,4,5,3,4,5,5,4,3,4,4,4,5,5,4,5,3,4,4,5,4,4,3,5,5,4,4,4,1,3,4,5,5,5,4,4,5,3,4,3,4,4,4,3,3,4,4,5,4,3,4,4,5
0000028110,5,4,4,2,5,5,4,5,5,3,5,5,5,5,5,2,3,5,5,3,5,5,5,5,1,5,5,4,5,5,5,5,4,4,5,5,5,3,5,5,5,5,5,5,5,4,4,5,5,5,4,2,5,5,5,5,5,3,1,4,5,5,5,5,5,5,4,5,4,4,4,5,2,4,4,4,5,5,3,5,5,5
0000028085,3,2,2,4,3,3,2,3,3,3,2,2,2,3,3,4,3,2,3,3,3,3,3,2,5,3,3,2,2,2,2,3,3,1,3,3,2,5,2,2,2,3,3,2,3,2,2,2,3,2,1,4,3,3,2,2,2,4,4,1,3,3,3,2,2,2,2,2,3,1,2,2,4,3,2,1,3,2,5,3,2,3
0000028063,1,3,3,5,3,2,3,2,2,4,2,2,3,2,3,5,4,3,1,4,1,3,1,2,5,1,3,3,3,3,3,1,4,3,2,3,2,5,3,2,2,3,3,3,3,3,3,3,2,2,3,5,3,2,2,2,2,5,5,3,1,3,1,2,3,3,3,2,4,3,3,2,5,4,3,3,1,3,5,4,3,2
0000028034,2,3,3,5,2,2,2,2,1,4,2,2,2,2,3,5,4,2,3,4,3,1,3,1,5,2,2,3,2,2,2,2,3,3,1,2,2,5,2,2,1,3,2,2,2,3,3,2,1,2,2,5,2,2,2,2,2,5,5,3,3,1,2,2,2,1,3,1,3,3,2,2,5,3,3,3,3,2,5,3,2,3
0000028064,1,3,3,5,3,2,3,2,2,4,2,2,3,2,2,5,4,2,1,4,1,3,1,2,5,1,3,3,3,3,2,1,3,3,2,3,2,5,2,2,2,3,3,2,3,3,3,2,2,2,3,5,3,1,2,2,2,5,5,3,1,2,1,2,2,2,3,2,4,3,3,2,5,3,3,3,2,3,5,4,2,2
0000028035,2,3,3,4,2,2,2,2,1,4,1,2,2,1,2,5,4,2,2,4,2,2,2,2,5,2,2,3,2,2,2,2,3,2,1,2,1,5,2,1,1,3,2,2,2,3,3,2,1,1,2,5,2,2,1,2,1,4,5,2,2,2,2,1,2,2,3,1,3,3,2,2,5,3,3,2,2,2,5,3,2,2
0000028070,2,3,3,4,2,2,2,2,2,3,2,2,2,2,2,4,4,2,3,3,3,3,3,2,5,2,2,3,2,2,2,2,3,2,2,2,2,5,1,1,2,3,2,1,2,3,2,2,2,1,2,5,2,2,2,1,2,4,5,2,3,2,2,2,1,2,3,2,3,2,1,1,4,3,3,2,2,1,5,3,2,3
0000028036,2,3,3,5,2,2,2,2,1,4,1,2,2,2,3,5,4,1,3,4,3,2,3,1,5,2,2,3,2,2,1,2,3,3,2,1,2,5,2,2,1,2,2,2,1,3,3,2,1,2,2,5,1,2,1,2,2,5,5,2,3,1,2,2,2,1,3,1,3,3,2,2,5,3,3,3,3,2,5,3,1,3
0000028097,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,1,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,3,3,1,2,3,3,3,3,4,3,3,3,3,3,3,4,2,3,3,3,3,3,3,1,3,2,2,3,3,4,2,3,2,3,3,4,3,3,3
0000028037,2,3,3,5,2,2,2,1,1,4,1,2,2,1,2,5,4,1,2,4,2,2,2,1,5,2,2,3,2,2,2,2,3,3,1,2,1,5,2,2,1,3,2,2,2,3,3,2,1,2,2,5,2,2,1,2,2,4,5,2,2,1,2,1,2,1,3,1,3,3,2,2,5,3,3,3,2,2,5,3,1,2
0000028101,4,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,4,4,4,3,4,4,3,2,3,3,3,4,2,3,3,3,3,4,3,3,3,4,3,3,3,2,2,3,3,3,3,4,3,4,3,3,3,3,4,3,4,3,4,3,3,3,2,3,1,3,3,3,3,1,3,3,4,3,4,3,3,4
0000028084,3,2,2,4,3,3,2,3,3,3,2,3,2,3,3,4,3,2,3,3,3,3,3,3,4,3,3,2,2,2,2,3,2,1,3,3,3,4,2,2,3,3,3,2,3,2,1,2,3,2,2,4,3,3,3,2,2,4,4,1,3,3,3,3,2,3,2,3,3,1,2,2,4,3,1,1,3,2,5,1,2,3
0000028074,3,3,3,4,2,2,2,2,2,3,2,2,2,2,3,4,3,2,3,3,3,3,3,2,5,3,2,3,1,2,2,3,3,2,2,2,2,5,1,2,2,3,2,2,2,3,2,2,2,2,1,5,2,2,2,2,2,4,4,2,3,2,3,2,1,2,3,2,3,2,1,1,4,3,2,2,3,1,5,3,2,3
0000028081,2,3,3,4,2,2,2,2,2,3,2,2,2,2,2,4,4,2,2,3,2,3,2,2,5,2,2,3,2,2,2,2,3,2,2,2,2,5,1,1,2,3,2,2,2,3,2,2,2,1,2,5,2,2,2,1,1,4,5,2,2,2,2,2,1,2,3,2,3,2,1,1,4,3,3,2,2,1,5,3,2,3
0000028104,5,4,4,2,5,5,4,5,5,3,5,5,5,5,5,1,3,5,5,3,5,5,5,5,3,5,5,4,4,5,5,5,3,4,5,5,5,1,4,4,5,5,5,5,5,4,4,4,5,5,4,2,5,5,5,4,5,3,2,4,5,5,5,5,4,5,4,5,3,4,4,4,1,3,4,4,5,4,1,5,5,5
0000028100,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,2,4,4,4,3,4,3,3,2,3,3,3,3,1,2,3,3,3,4,3,3,3,4,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,2,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4
0000028088,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,2,3,3,3,5,3,3,3,3,3,3,3,3,2,3,3,3,2,5,3,3,3,3,3,4,4,2,3,3,3,3,3,3,3,3,3,1,2,3,4,3,1,2,3,3,5,1,3,3
0000028089,3,2,2,4,3,3,1,3,3,3,2,2,2,2,3,4,3,2,3,3,3,3,3,3,5,3,3,2,2,2,2,3,3,1,3,3,2,5,2,2,2,3,3,2,3,2,2,2,3,2,2,4,3,3,2,2,2,4,4,1,3,3,3,2,2,3,2,3,3,1,2,2,4,3,2,1,3,2,5,3,2,3
0000028067,2,3,3,5,3,1,3,2,2,4,3,2,3,2,1,5,4,3,1,4,1,3,2,3,5,1,3,3,3,3,3,2,3,3,2,3,2,5,2,2,2,3,3,3,3,3,3,2,2,2,3,5,3,2,2,2,2,5,5,3,1,3,2,2,2,3,3,2,4,3,3,2,5,3,3,3,1,3,5,4,3,2
0000028075,3,3,3,4,2,2,2,2,2,3,2,2,2,2,3,4,4,2,3,3,3,3,3,2,5,3,2,3,2,2,2,2,3,2,2,2,2,5,1,1,2,3,2,1,2,3,2,2,2,1,2,5,2,2,2,2,2,4,5,2,3,2,3,2,1,2,3,2,3,2,1,1,4,3,3,2,3,1,5,3,2,3
0000028112,5,4,4,3,5,5,5,5,5,3,5,5,5,5,5,3,3,5,5,4,5,5,5,5,3,5,5,4,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,4,4,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,5,5,4,5,4,5,5,5,1,4,5,5,5,5,1,5,5,5
0000028087,4,3,3,4,3,3,3,3,3,4,3,3,3,3,4,5,4,3,4,4,4,4,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,4,5,3,4,3,4,3,3,3,3,3,3,1,3,3,5,3,1,3,4,3,5,1,3,3
