0000786267;64971
0000790675;68135
0000780806;68139
0000780261;68221
0000688961;68223
0000780580;68275
0000783896;117618
0000182323;241509
0000784621;241556
0000784561;241659
0000998918;64341
0000258314;64481
0000996635;64483
0000181562;64485
0001006954;64487
0000617545;64491
0000233725;64509
0001002403;64525
0000345038;64553
0000994395;65869
0000997475;65885
0000998814;65895
0000107629;65903
0000078179;65907
0001003783;241541
0000146113;63335
0000140859;63341
0000251681;63749
0000144253;63751
0000137564;63755
0000141348;63757
0000143633;63759
0000141561;63761
0000140114;63763
0000144359;63765
0000233704;63767
0000134530;66213
0000139301;68901
0000144033;68965
0000136798;69063
0000145692;69125
0000145903;95046
0000145583;122466
0000147133;122566
0000136981;122570
0000137619;122572
0000141521;176944
0000143537;178002
0000226204;179929
0000137683;193808
0000144654;241534
0000138685;241557
0000143997;241585
0000144993;241640
0000136626;241660
0000182120;317239
0000693109;67933
0000691520;88285
0000338507;241896
0000060076;63213
0000620743;64337
0001006266;64547
0000993072;64551
0000996751;65883
0001000927;65909
0000042676;65933
0001003072;88253
0001039119;112780
0001038990;113432
0001041077;178357
0001041738;179488
0001040118;179489
0001045254;179490
0000191168;179491
0001043763;241655
0001040789;241656
0000285267;63465
0000619526;64969
0000299073;65339
0000304818;65573
0000112791;66053
0000304457;66181
0000307347;66193
0000311574;66205
0000245832;122600
0000299334;177055
0000307511;177056
0000297651;178363
0000241245;321746
0000782040;323084
0000883717;103538
0000892475;103544
0000151700;127730
0000883430;127734
0000883106;127742
0000883488;127746
0000883248;193712
0000284649;63369
0000290476;63379
0000291413;63381
0000282948;63385
0000283855;63389
0000292612;63391
0000292320;101399
0000151302;101407
0000284081;101415
0000284844;101422
0000246288;101424
0000286665;101431
0000287270;101439
0000288255;101446
0000289650;101448
0000290950;101458
0000292042;101464
0000293065;101474
0000281538;112356
0000151187;112358
0000281973;121264
0000283347;121266
0000280606;174688
0000288889;177044
0000291331;181195
0000281887;241657
0000280738;246111
0000285804;317477
0000514337;65645
0000078593;65747
0000515145;65947
0000514565;65949
0000515158;65959
0000514975;65961
0000287462;65967
0000515224;65969
0000514371;65973
0000515343;65977
0000515232;65979
0000524749;65981
0000515250;65985
0000514974;116035
0000377678;63463
0000380653;63499
0000381457;65515
0000378099;65993
0000378331;65997
0000379300;65999
0000379609;66003
0000380851;66021
0000381850;66023
0000381525;66025
0000382267;66027
0000240023;66035
0000384157;66037
0000383583;66039
0000384800;66041
0000386022;66047
0000385836;66049
0000278039;68873
0000377001;68877
0000377073;68879
0000382141;68881
0000379939;68883
0000382915;68887
0000379263;68891
0000208582;68989
0000176822;116923
0000161442;178038
0000377235;194549
0000377140;241520
0000381328;241667
0000379057;241682
0000377109;241884
0001059469;178614
0000319767;102625
0000314087;63109
0000319106;63135
0000322158;63143
0000321146;63153
0000321069;63157
0000322858;63173
0000323906;93006
0000322038;102437
0000324283;102441
0000316615;102443
0000321545;106955
0000317177;117652
0000317127;117654
0000369033;117656
0000321258;117658
0000321119;117660
0000321127;117662
0000322220;117664
0000322555;117666
0000323170;117668
0000314512;174691
0000317775;176493
0000319659;176917
0000321967;177088
0000316508;178142
0000322960;178143
0000035647;178164
0000267032;178165
0000316405;178166
0000312994;179492
0000323140;179493
0000323084;179494
0000049048;179495
0000321409;179930
0000602115;193650
0000322499;193652
0000315220;193653
0000321769;193881
0000317082;241516
0000322620;241522
0000317019;241565
0000321782;241621
0000319022;241661
0000315287;241672
0000316541;241714
0000322358;241791
0000322634;253037
0000435482;63887
0000434562;64977
0000255188;65167
0000441833;65169
0000436537;65173
0000286823;65177
0000442052;65189
0000045910;66059
0000431872;66061
0000433757;66067
0000435845;66071
0000436180;66073
0000285500;66081
0000441487;66085
0000443438;66087
0000359929;112364
0000433715;118692
0000430760;136225
0000431359;136703
0000428340;136705
0000431306;136707
0000430744;136709
0000430884;178231
0000442341;178232
0000434361;241558
0000443337;241559
0000038571;64347
0000437072;64531
0000440550;64979
0000437273;65165
0000438580;65171
0000437444;69019
0000442008;211691
0000756095;241671
0000181205;316109
0000437199;324104
0000340452;63229
0000347998;64507
0000342265;65113
0000262095;65219
0000339737;65351
0000341279;65353
0000338277;65497
0000337094;65499
0000337509;65537
0000347725;66093
0000348858;66095
0000341726;66097
0000342338;66099
0000343031;66101
0000342464;66103
0000347159;66105
0000344321;66107
0000345061;66109
0000339964;66111
0000342456;66113
0000345782;66117
0000167334;66119
0000347213;66123
0000346206;66127
0000346814;66129
0000344450;66131
0000348403;66133
0000347876;66135
0000346048;66137
0000350052;66139
0000341863;66141
0000346060;66143
0000342250;66145
0000346484;88271
0000339155;88287
0000343317;95025
0000337793;116096
0000241778;177663
0000347435;177664
0000163793;63433
0000360218;63515
0000298717;63635
0000307338;63771
0000302783;64393
0000300909;65343
0000306460;65745
0000295627;66149
0000296461;66151
0000298454;66163
0000301961;66171
0000301384;66175
0000302366;66177
0000302488;66179
0000132125;66191
0000309239;66201
0000311659;66215
0000307061;68999
0000296238;122580
0000301250;122586
0000302849;122588
0000342991;122590
0000305696;122598
0000350579;122602
0000309544;122604
0000310705;122606
0000303225;131461
0000304333;174707
0000306845;178191
0000306316;178569
0000370387;179981
0000302974;241590
0000301012;316180
0000610995;65049
0000610771;65539
0000602041;65601
0000610688;106991
0000677573;113428
0000610681;174714
0000617991;193805
0000054242;65699
0000829908;66285
0000819164;139243
0000816016;174716
0000834022;193639
0000834081;193640
0000078189;194553
0000826468;211790
0000270311;241646
0000151143;241662
0000814142;316963
0000814903;322261
0000563484;65725
0000215077;66411
0000563348;174353
0000236535;174736
0000564571;174737
0000123019;63141
0000127036;68855
0000131788;68869
0000130025;88279
0000129107;89579
0000128964;89596
0000131079;89616
0000127120;93010
0000127667;93012
0000127295;93015
0000128245;93018
0000130830;93023
0000132736;93030
0000122500;93039
0000128076;93046
0000123234;95015
0000123565;101917
0000125246;117190
0000132959;117202
0000123235;193882
0000630365;63525
0000673919;63803
0000632047;64331
0000625023;64383
0000625428;64385
0000692421;64813
0000637973;64841
0000635255;64843
0000635342;64845
0000635846;64847
0000634130;64849
0000317328;65485
0000629010;65513
0000627135;66301
0000626769;66303
0000630741;66305
0000628810;66307
0000631349;66309
0000631870;66311
0000632149;66313
0000633324;66315
0000633651;66317
0000631333;66319
0000634708;66321
0000636509;66325
0000636184;66327
0000635595;66329
0000637447;66331
0000636785;66333
0000637842;66335
0000680664;67457
0000629153;88257
0000638228;88297
0000634927;111682
0000159871;128168
0000638079;176403
0000638121;176951
0000638324;176952
0000638342;176953
0000635153;177557
0000637371;177658
0000637272;177659
0000158645;64443
0000486486;193877
0000580896;63661
0000578729;64519
0000579482;65015
0000580192;65019
0000579193;65021
0000196160;65023
0000582086;65025
0000579806;65027
0000582488;65029
0000581080;65031
0000581685;65033
0000579189;65035
0000579010;65037
0000582720;65039
0000605689;67513
0000127396;121272
0000268940;124523
0000580264;180111
0000342999;241698
0000567111;63619
0000564418;64521
0000563646;64873
0000560922;65065
0000502037;65271
0000567491;65457
0000571759;65687
0000232906;66389
0000557186;66391
0000557603;66393
0000558794;66395
0000556752;66397
0000558605;66399
0000573528;66403
0000558358;66405
0000565265;66407
0000560809;66413
0000561613;66415
0000565638;66421
0000566212;66425
0000561720;66427
0000567149;66429
0000561019;66433
0000561092;66435
0000571869;66437
0000567352;66439
0000572225;66441
0000572772;66443
0000567438;66445
0000575512;66447
0000573962;66451
0000561843;68953
0000175583;68973
0000420722;115775
0000573620;120723
0000573696;120725
0000558734;120727
0000271888;122993
0000200653;122995
0000050224;194550
0000274484;241584
0000276843;316641
0000360446;65525
0000351731;65703
0000356610;65735
0000356578;65737
0000356474;66453
0000361692;66455
0000356934;66457
0000355960;66459
0000358221;66461
0000359539;66463
0000356666;66465
0000360384;66469
0000358632;66471
0000361132;66473
0000355759;66475
0000359213;66477
0000356776;66479
0000355650;66481
0000358508;66483
0000360278;66485
0000184479;66487
0000359939;66489
0000361146;66493
0000360695;66495
0000358830;66499
0000362485;66501
0000361299;66505
0000361991;66511
0000358143;117680
0000206818;134096
0000096538;178292
0000360336;178337
0000356119;181202
0000358822;181293
0000357776;193713
0000357654;193855
0000239345;193856
0000357747;193857
0000358498;241708
0000385135;241710
0000148569;102628
0000150573;102632
0000150713;102634
0000149338;63113
0000157561;63841
0000152503;69137
0000156289;69139
0000151402;102636
0000148610;112362
0000157818;112386
0000155761;112388
0000149901;113411
0000150755;114470
0000151473;117296
0000149454;117298
0000148987;117805
0000151988;117807
0000155365;117813
0000156838;117988
0000155983;117990
0000156866;117992
0000158364;117994
0000148548;118002
0000153509;118004
0000148100;122007
0000077754;139239
0000149863;146028
0000154431;174777
0000149860;181292
0000150157;192925
0000056652;193822
0000152434;211692
0000156245;212108
0000151572;212154
0000260210;212532
0000151041;241551
0000152133;241706
0000148370;243236
0000150017;250283
0000151735;250284
0000149567;250287
0000476217;65545
0000477226;101402
0000463243;317444
0000939989;208762
0000940627;241546
0000948264;241554
0000124332;90228
0000128823;93020
0000132275;117188
0000044139;117196
0000124521;117198
0000126735;117200
0000125067;241705
0000917109;63547
0000243972;63569
0000794049;63573
0000130650;63775
0000598569;63787
0000588071;63815
0000588088;63817
0000589707;64875
0000038632;64877
0000430981;64881
0000979838;64883
0000596923;64885
0000599800;64887
0000596564;65061
0000585191;66567
0000586187;66569
0000267736;66571
0000587672;66573
0000587329;66575
0000588142;66577
0000585903;66583
0000590685;66587
0000591915;66589
0000747459;66591
0000592411;66593
0000592167;66595
0000592490;66597
0000593422;66599
0000593020;66601
0000593722;66603
0000594194;66605
0000595179;66607
0000596052;66613
0000597763;66617
0000597466;66619
0000598113;66623
0000598709;66625
0000598940;66627
0000599539;66631
0000328236;68411
0000588238;68979
0000166050;117186
0000592693;122997
0000594261;122999
0000589186;172113
0000339457;172115
0000588754;174776
0000584553;181210
0000594299;241676
0000584613;297540
0000167517;66629
0000164163;68849
0000166171;89581
0000162112;89583
0000163156;89586
0000162509;89588
0000166806;89590
0000165366;89592
0000167047;89594
0000160196;89612
0000106113;89624
0000158732;92998
0000164348;112372
0000162767;117182
0000246576;117184
0000161012;117192
0000160131;117194
0000162336;193806
0000158978;241555
0000159927;241588
0000408690;63461
0000404007;63647
0000405836;63649
0000418299;63669
0000403324;64367
0000417935;65115
0000424793;65295
0000071533;65297
0000400019;65301
0000425039;65303
0000408242;65309
0000417378;66637
0000401301;66645
0000401916;66647
0000403395;66657
0000407363;66659
0000405918;66667
0000388306;66673
0000421701;66687
0000406631;66689
0000408440;66693
0000416834;66705
0000417466;66709
0000396811;66723
0000403739;68947
0000403156;69099
0000403645;112304
0000171518;112309
0000745446;112311
0000237126;145147
0000389421;174745
0000408641;179938
0000407318;193547
0000418097;193809
0000400603;212135
0000401783;212533
0000416603;241525
0000417324;241533
0000401561;241535
0000400963;241538
0000401826;241544
0000403222;241563
0000403997;241568
0000418560;241569
0000225197;241575
0000404271;241577
0000388690;241579
0000389175;241580
0000389378;241581
0000417081;241582
0000400784;241583
0000400704;241589
0000406786;241592
0000389032;241593
0000388928;241594
0000401613;241668
0000406911;241697
0000390918;241724
0000401178;241804
0000402169;241829
0000424833;241854
0000338023;241860
0000416815;241898
0000417678;243194
0000396326;250276
0000391557;250285
0000389040;251485
0000388198;251486
0000391708;254572
0000403297;255066
0000421484;255067
0000396703;316588
0000421852;316643
0000391972;317138
0000421601;317199
0000417706;317525
0000417732;317531
0000406022;319411
0000406114;319412
0000406083;319413
0000418074;319454
0000419132;319455
0000396414;319456
0000417624;319458
0000418034;319459
0000417636;319461
0000396721;319463
0000396063;319464
0000416709;319465
0000401677;319467
0000412763;319469
0000402244;319471
0000424650;319472
0000407460;319473
0000403618;319474
0000407125;319475
0000421813;319476
0000421459;319477
0000417014;319478
0000416746;319480
0000418281;319481
0000391583;319858
0000391987;319859
0000396967;319871
0000391835;319872
0000391874;319875
0000400680;319878
0000338454;319879
0000425114;319881
0000419206;319882
0000401278;319883
0000406715;319884
0000417896;319888
0000345030;319889
0000409810;319890
0000391662;319891
0000417117;321721
0000406241;321722
0000408122;321724
0000602467;64287
0000167379;64447
0000914105;64451
0000906859;64829
0000897496;66757
0000908307;66761
0000912325;66791
0000912195;178395
0000918497;193543
0000906713;241519
0000200707;64913
0000701597;64987
0000703471;64991
0000705366;64999
0000708805;65001
0000158718;65007
0000375117;128170
0000701368;128172
0000704073;176839
0000701285;241523
0000845683;66825
0000842495;241598
0000866382;243441
0000605669;321121
0000175875;63673
0000172005;63677
0000172340;63679
0000169059;63681
0000173569;63685
0000143759;63687
0000173011;63693
0000174247;63695
0000173810;63701
0000176331;63705
0000170295;63707
0000176958;63709
0000177238;63725
0000169656;63747
0000172400;63879
0000176619;122470
0000176661;178358
0000172299;179710
0000079306;181180
0000171392;181250
0000211435;193291
0000176260;193292
0000176531;193293
0000216592;299775
0000172526;317378
0000041211;63445
0000179891;63899
0000183340;63903
0000178447;63917
0000180338;63919
0000181330;63921
0000183078;63923
0000344231;63925
0000183880;63927
0000185031;63931
0000180762;65569
0000199438;65575
0000182438;65577
0000184621;65581
0000179056;66167
0000185581;66209
0000179311;89763
0000186496;122854
0000184995;122856
0000062273;176920
0000186201;177054
0000181439;177092
0000182236;178352
0000187135;179882
0000186978;180234
0000187153;180235
0000186754;181290
0000186794;193858
0000183500;209697
0000179049;211365
0000180191;211949
0000187100;241596
0000179768;241629
0000185186;241916
0000864557;94927
0000866714;193117
0000865913;193550
0000609436;64631
0000863144;68695
0000257222;178168
0000151813;102638
0000054058;63467
0000044144;63469
0000043409;63471
0000061626;63495
0000078900;63533
0000057191;63553
0000055034;63557
0000040307;63585
0000052437;63587
0000055607;63589
0000028278;63591
0000065710;63593
0000029562;63595
0000046609;63597
0000054244;63599
0000064476;63601
0000029430;63605
0000028226;63607
0000053019;63609
0000033415;63611
0000034081;63613
0000056955;63615
0000241797;63621
0000072080;63625
0000268322;63633
0000127488;63651
0000038646;63781
0000061385;63791
0000163133;63793
0000040526;63797
0000072459;63799
0000060506;63801
0000078296;63819
0000057489;63821
0000054883;63823
0000029431;63825
0000068412;63827
0000058012;63829
0000029663;63835
0000595298;63837
0000043916;63839
0000063549;63873
0000066857;63881
0000067863;63885
0000154632;64009
0000201713;64011
0000078861;64015
0000043183;64021
0000041768;64023
0000036362;64029
0000054559;64031
0000055305;64037
0000051327;64071
0000860639;64251
0000044852;64263
0000048076;64275
0000088075;64283
0000052399;64321
0000041014;64373
0000049817;64391
0000070463;64479
0000038569;64493
0000046646;64501
0000057998;64505
0000044933;64831
0000345003;64891
0000079376;64893
0000151109;64899
0000053909;64905
0000046580;65105
0000079293;65193
0000079217;65385
0000061524;65387
0000055759;65389
0000055717;65391
0000043754;65393
0000071775;65397
0000077614;65403
0000057396;65407
0000064115;65411
0000191818;65417
0000054702;65493
0000029028;65495
0000078023;65503
0000077453;65589
0000051773;65591
0000054111;65593
0000060238;65763
0000029388;65777
0000053931;66835
0000044374;66837
0000079103;66839
0000045057;66841
0000051872;66843
0000298549;66845
0000051302;66847
0000044981;66849
0000050988;66853
0000034407;66857
0000065378;66861
0000036998;66865
0000167890;66867
0000168050;66869
0000077879;66871
0000045110;66873
0000036826;66875
0000062610;66881
0000035146;66885
0000036585;66887
0000035002;66889
0000059010;66891
0000060219;66893
0000033495;66895
0000044209;66897
0000044877;66899
0000048399;66901
0000055045;66903
0000040724;66909
0000060951;66911
0000038079;66915
0000072024;66917
0000055176;66923
0000045087;66925
0000065998;66929
0000058855;66931
0000039313;66933
0000033478;66935
0000048505;66937
0000066236;66941
0000028848;66947
0000208769;66951
0000053463;66961
0000201112;66963
0000040939;66973
0000045063;66975
0000041522;66977
0000042452;66981
0000040281;66991
0000338462;66995
0000078767;66997
0000031861;66999
0000044453;67001
0000062869;67003
0000078958;67007
0000065940;67009
0000028844;67011
0000054523;67013
0000038615;67015
0000264819;67019
0000295571;67021
0000057794;67025
0000040862;67027
0000055218;67029
0000054395;67031
0000066926;67037
0000040129;67041
0000046203;67047
0000071159;67049
0000070653;67051
0000046345;67053
0000345043;67055
0000054049;67057
0000078865;67059
0000050835;67061
0000217647;67063
0000046601;67065
0000072777;67067
0000044408;67071
0000047843;67075
0000044895;67077
0000078911;67081
0000049473;67083
0000051349;67085
0000054449;67093
0000049054;67097
0000060497;67099
0000039004;67101
0000070281;67103
0000052457;67105
0000150971;67107
0000054606;67109
0000060669;67113
0000042966;67115
0000047636;67117
0000041087;67119
0000056325;67121
0000078157;67123
0000044716;67125
0000044828;67133
0000079106;67135
0000078329;67139
0000078400;67141
0000058308;67143
0000044971;67147
0000060970;67149
0000036226;67151
0000056616;67153
0000047543;67159
0000078277;67161
0000062152;67165
0000057169;67173
0000051632;67175
0000062941;67177
0000041092;67181
0000066240;67185
0000079416;67189
0000068923;67191
0000057858;67193
0000053579;67195
0000068662;67197
0000049875;67199
0000069763;67203
0000046670;67205
0000046724;67209
0000054746;67213
0000077457;67215
0000155956;67217
0000034142;67223
0000053381;67225
0000069111;67231
0000063600;67239
0000054878;67241
0000050152;67243
0000058240;67245
0000066888;67247
0000034148;67251
0000070886;67253
0000071564;67255
0000050216;67261
0000054763;67263
0000072858;67265
0000053706;67277
0000029517;67281
0000037994;67283
0000270693;68943
0000044426;68945
0000044142;68951
0000057221;68963
0000072454;68967
0000044413;68975
0000070202;68977
0000048822;68981
0000044993;68983
0000054835;68987
0000065284;68993
0000060396;68997
0000050245;69003
0000041206;69005
0000045088;69007
0000078805;69015
0000078997;69021
0000239966;69023
0000029532;69025
0000066221;69027
0000078878;69043
0000034053;69045
0000072446;69059
0000080158;69061
0000072121;69069
0000152883;69073
0000050906;69075
0000078008;69103
0000054503;69105
0000067514;69107
0000197328;69113
0000054036;69115
0000078452;69119
0000060704;69121
0000037525;69129
0000060433;69151
0000046191;88283
0000031666;95065
0000059325;101428
0000060202;101450
0000237534;101481
0000078873;101915
0000039066;102780
0000078657;105210
0000048148;105249
0000347837;106957
0000049263;107034
0000044959;111455
0000065530;114223
0000053890;114859
0000060095;115932
0000044920;116800
0000264717;117646
0000077690;117698
0000071967;117791
0000037540;118696
0000029540;118698
0000040375;118700
0000078396;119878
0000029465;119880
0000053337;119882
0000053944;119884
0000033852;119886
0000055425;119888
0000055018;119890
0000079469;119892
0000058959;119894
0000059378;119896
0000060435;119898
0000077996;119900
0000058077;119902
0000063838;119904
0000062759;119906
0000044708;120387
0000047677;120391
0000036976;121256
0000780546;121258
0000064724;121260
0000070857;121262
0000066545;122866
0000043481;131465
0000040865;132509
0000041036;134100
0000065656;139247
0000057000;145137
0000029015;145151
0000045015;146026
0000151805;146310
0000048988;146312
0000044341;174680
0000077344;174681
0000040458;174682
0000219957;174684
0000029474;174738
0000178653;174741
0000037245;174742
0000039980;174779
0000029531;176362
0000063972;176840
0000050935;176998
0000055490;177012
0000040614;178171
0000065572;178415
0000059232;178452
0000045058;178551
0000065784;178561
0000066209;179439
0000213107;179661
0000061352;179792
0000048724;179883
0000040301;179916
0000034072;179918
0000065757;179925
0000064011;180233
0000063949;192884
0000064971;193239
0000054302;193851
0000053300;193871
0000044995;193873
0000044987;193874
0000056963;193875
0000029236;193879
0000060417;193880
0000059244;193885
0000057261;208798
0000029206;208822
0000052929;209171
0000067867;209657
0000062410;211503
0000055503;211712
0000041027;211729
0000071998;212173
0000037048;241536
0000044954;241574
0000052997;241616
0000038663;241618
0000037283;241624
0000066845;241625
0000048189;241643
0000042950;241649
0000034775;241680
0000063881;241702
0000070088;241772
0000065554;241912
0000028723;244594
0000061450;244595
0000045049;244596
0000053452;247873
0000066164;248877
0000032609;250719
0000054364;251011
0000053967;254084
0000071951;316132
0000051711;316922
0000038470;317148
0000353507;67287
0000353805;67293
0000354005;67301
0000354207;67305
0000353563;67309
0000353350;67311
0000353830;67317
0000353267;67319
0000353906;67325
0000354093;67331
0000353783;67343
0000353869;67347
0000354168;67349
0000354203;67353
0000353763;67361
0000354113;67365
0000344921;67367
0000060159;67369
0000353706;67377
0000353821;67379
0000234702;67383
0000191185;116041
0000574561;63481
0000575233;63563
0000574810;64311
0000633038;64851
0000554150;67387
0000562524;67397
0000570000;67401
0000568876;67405
0000569454;67407
0000504427;178032
0000067759;179740
0000339656;241645
0000519255;65119
0000513627;65675
0000513261;67431
0000192766;67441
0000040451;241553
0000631804;94994
0000852992;179717
0000338619;241642
0000570388;64309
0000570172;64313
0000576328;66449
0000564687;67399
0000233350;178365
0000570843;212174
0000570587;212175
0000570464;212584
0000574591;241611
0000544040;64235
0000602165;64273
0000608905;64359
0000615444;65045
0000608289;65047
0000603152;65055
0000604240;65071
0000613452;65079
0000623258;65081
0000619197;65083
0000238531;65089
0000618730;65093
0000347870;65101
0000622535;65121
0000616324;65127
0000621325;65131
0000609830;65135
0000618545;65153
0000603869;65157
0000607812;65463
0000612448;65471
0000615419;65547
0000165535;65565
0000603904;65595
0000247815;65607
0000602731;65609
0000166559;65611
0000603052;65643
0000608293;65731
0000607152;67475
0000608554;67477
0000604260;67483
0000612859;67487
0000614707;67489
0000613119;67491
0000613984;67493
0000615954;67495
0000617046;67497
0000617638;67499
0000618211;67501
0000613794;67503
0000603670;67505
0000620105;67507
0000615777;67511
0000615462;69109
0000607924;69111
0000613825;122975
0000603024;131463
0000606061;193115
0000606445;193870
0000615635;193872
0000614904;241548
0000132976;250286
0000618680;317240
0000244467;67549
0000205958;117696
0000823616;211493
0000260427;248513
0000914574;65807
0000613382;64381
0000420018;65701
0000396437;67603
0000397908;67611
0000397407;67613
0000398214;67629
0000409140;69123
0000398305;174744
0000409068;174780
0000045352;177250
0000409120;192980
0000409315;193262
0000393232;193830
0000562090;193831
0000398639;194548
0000419484;211936
0000420060;211943
0000397433;241539
0000409103;241591
0000409410;241653
0000409549;241677
0000397370;241707
0000409215;241733
0000419883;241915
0000409653;248665
0000419353;317436
0000955993;63843
0000952750;64557
0000996999;65887
0000953067;114490
0000952831;178034
0000956399;241599
0000956343;321664
0000108647;68935
0000108680;174740
0000109651;177641
0000109637;177643
0000737350;64711
0000759074;64717
0000171213;67747
0000759202;241801
0000758755;316017
0000758468;316106
0000758553;316461
0000745687;317204
0000738308;317446
0000758365;322532
0000186017;322534
0000559151;322537
0000743479;323173
0000973928;64827
0000971301;179937
0000973289;209659
0000211051;63349
0000605160;63353
0000192950;63355
0000604211;63357
0000247925;63359
0000196324;63361
0000195702;63363
0000196366;63365
0000196599;63367
0000154577;63729
0000190820;63731
0000191274;63733
0000195535;63735
0000191959;63737
0000193159;63739
0000193899;63741
0000195768;63743
0000194352;63745
0000189651;174695
0000195992;174701
0000193845;174702
0000192679;174703
0000190908;174704
0000029578;193480
0000029471;193560
0000189540;193853
0000188446;316203
0000228223;64781
0000171205;67739
0000722547;179745
0000721272;241518
0000725444;241552
0000724881;241617
0000726931;241679
0000746720;249145
0000700335;63551
0000631270;64267
0000191554;64365
0000709790;64981
0000709604;64983
0000705199;64993
0000701873;64997
0000709377;65427
0000614225;65529
0000707191;66115
0000700250;67817
0000700755;67819
0000706423;67821
0000701695;67823
0000700865;67825
0000699624;67827
0000709523;67829
0000702236;67843
0000701247;67845
0000709738;67857
0000706757;67865
0000707529;67867
0000707962;67875
0000701643;67877
0000703938;67881
0000699187;68957
0000709748;95041
0000701143;95067
0000707882;128176
0000707044;193643
0000699000;211769
0000688007;63561
0000163444;63571
0000690020;63631
0000029053;64785
0000687557;64787
0000681689;64799
0000680894;64807
0000077749;65511
0000689158;65567
0000679197;67899
0000685619;67923
0000674338;67929
0000163460;69009
0000689989;69013
0000688127;110769
0000674319;112412
0000286018;174690
0000672020;178540
0000683344;193468
0000683645;193469
0000682321;211731
0000683457;212505
0000673820;241678
0000688662;246835
0000330947;63399
0000330925;63401
0000331282;63403
0000335492;63405
0000330739;63407
0000330959;63409
0000331259;63859
0000331709;63861
0000331753;63863
0000330967;63865
0000332280;63867
0000334619;63869
0000335557;63965
0000335679;63967
0000330885;63969
0000330891;63971
0000330873;63973
0000335446;63975
0000330943;63977
0000332253;63979
0000330973;63981
0000332366;63983
0000335433;63985
0000335508;63987
0000330647;63989
0000335401;64407
0000335804;65067
0000330627;65757
0000332809;67939
0000334500;67943
0000331880;67945
0000332070;67947
0000333860;67953
0000334116;67955
0000336344;67957
0000334391;67959
0000333317;67961
0000335045;67963
0000335337;67967
0000336113;67969
0000331323;67971
0000335742;67973
0000335190;67975
0000330808;67977
0000330980;67979
0000335406;67981
0000332210;69001
0000334964;116092
0000602698;176986
0000234191;179702
0000335264;241690
0000335599;241691
0000333515;317548
0000941098;67561
0000941178;122142
0000941462;123003
0000945194;123005
0000944821;123007
0000238411;172117
0000941508;178360
0000944875;209700
0000366019;65431
0000367635;65435
0000372700;65437
0000369160;65443
0000371686;65445
0000374161;65449
0000370426;65451
0000276870;65453
0000369872;66031
0000369089;117002
0000373410;117004
0000270727;117008
0000374719;148076
0000371861;178114
0000369716;178119
0000080526;178126
0000376027;241681
0000375961;241688
0000376648;241689
0000376651;241693
0000372497;241713
0000516002;63555
0000523134;65111
0000389182;65213
0000515893;65677
0000513677;67985
0000339937;179670
0000518075;209686
0000523372;211770
0000515569;241524
0000515674;248667
0000364819;63529
0000304986;63875
0000067852;65337
0000182373;66147
0000297102;66153
0000297811;66157
0000298189;66161
0000298834;66165
0000299611;66169
0000171809;66185
0000303922;66187
0000305360;66189
0000307689;66195
0000300624;69011
0000659558;122462
0000299810;122584
0000305015;122594
0000139703;149810
0000300805;178537
0000303731;179932
0000298281;181177
0000300045;241630
0000286303;65235
0000457586;65237
0000292301;65241
0000455989;65481
0000404129;68043
0000176497;174712
0000258807;177678
0000455901;179654
0000455585;193290
0000453180;193546
0000461996;241566
0000176450;241576
0000476068;241604
0000560670;241619
0000471501;241647
0000456024;241683
